Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135
201,4.558139,5.734694,11.46309,7.397906,5.220183,4.740741,4.575,4,5.534722,4.890625,3.882353,25.17494,18.13622,27.31373,5.536842,6.46875,4,3,3,4.185185,4.518518,5.141177,5.044117,5.136364,4.236363,4.964286,5.05,4.25,6.296651,4.397059,5.297297,5.68421,3.526316,5.392592,4.5,4.861111,5.25,4.163636,5.287037,4.181035,5,4.771429,5.4,4.678571,4.18421,5.153846,5.231884,26.5,5.456693,4.367089,4.960938,5.028572,22.12953,5.52,9.097015,5.923077,4.689655,4.927461,5.597015,5.045455,4.811966,8.447826,4.333333,7.285047,3.982759,5.965517,5.610169,4.355556,5.295455,5.75,6.294821,5.497041,6.851441,6.222222,21.20049,6.480583,5.555555,6.716536,5.788462,8.331915,4.92,4,6.5,4.076923,19.01464,5.390625,5.618182,5.601504,5.75,6.090909,5.086207,5.965218,7.6,6.888889,6.239583,5.645933,7.3125,6.571429,6.214765,6.529412,6.722973,5.324324,9.695805,7,7.170732,6.388889,6.726415,4.1,4.75,4.833333,5.19685,5.347826,5.553571,4.173913,5.756757,4.705883,5.495049,4.931035,5.864865,4.210526,4.993939,5.988889,5.056452,7.634686,4.829545,5.432433,5.611111,7.314103,4,4.677419,5.485714,6.592593,5.949438,5.166667,4.633333,3.7
202,5.255814,4.510204,11.26398,7.596859,5.137615,5.925926,4.375,4,5.493055,5.507813,3.808824,25.44131,18.10836,27.15865,5.4,6.463542,5,3,3.05,4.185185,4.419753,4.611765,4.926471,4,4.290909,4.660714,6.3,3.75,6.334928,4.102941,5.189189,5,3.184211,4.992593,4.25,4.861111,5.219388,4.336364,4.935185,4.275862,5.259259,4.285714,6.5,4.25,4.447369,5.115385,5.76087,26.19205,4.968504,4.56962,4.382813,5.014286,21.96114,5.36,9.201492,5.923077,4.850574,5.528497,5.373134,4.613636,4.948718,8.434783,4,7.084112,4.224138,5.413793,5.661017,4.333333,5.670455,5.958333,6.091633,5.43787,6.858093,5.333333,21.47677,6.592233,6.259259,6.755906,6.153846,8.12766,5.053333,3,5.625,4.384615,19.15854,5.492188,5.663636,5.714286,5.242188,5.854546,5.267241,6.486957,6.1,6.804233,6.354167,5.578948,7.321429,6.708333,6.503356,6.411765,6.466216,5.391892,10.02797,6.2,6.707317,6.425926,6.207547,5,5.75,6.333333,5.401575,5.826087,5.285714,4.130435,5.657658,5.794117,5.316832,3.982759,4.945946,4.578948,5.024242,6.205555,5.209677,7.767528,5.011364,5.540541,5.083333,7.304487,4,5.612903,5.171429,6.740741,6.117978,5,4.544445,4.1
203,4.976744,4.816327,11.31767,7.172775,5.311927,5.703704,4.45,3,5.520833,5.109375,4.632353,25.60948,17.79257,26.97683,5.852632,6.671875,3.5,2.714286,3,4.518518,5.049383,5.047059,5,4,4.218182,5,5.05,4,6.15311,4.323529,5.391892,5.105263,3.894737,5.088889,3.25,4.638889,5.392857,3.963636,5.055555,4.008621,4.851852,4.371428,6.5,4.107143,4.368421,4.746154,5.362319,25.95364,4.874016,4.126582,4.921875,4.342857,21.8057,5.56,8.936567,5.923077,4.609195,5.238342,5.164179,5.681818,4.700855,7.878261,3.333333,7.037383,4.517241,5.551724,5.491526,4.355556,5.056818,5.083333,6.171315,5.337278,6.838138,5.333333,21.29584,6.626214,6.333333,6.751968,5.692307,8.455319,5,5,5.8125,4.461538,19.4,5.617188,5.454545,5.548872,5.507813,4.854546,5.267241,5.930435,5.1,6.301587,6.208333,5.368421,7.5625,6.690476,6.597315,6.941176,6.459459,5.297297,9.863636,4.6,6.487805,6.54321,6.849057,4.9,6.5,5.75,5.259842,5.536232,5.535714,4,5.702703,5.088235,5.881188,3.948276,4.918919,4.157895,4.969697,6.005556,5.112903,7.605166,5.011364,5.027027,5.194445,7.358974,4,5,4.628572,6.703704,6.05618,4.5,4.966667,4
204,4.581395,4.632653,11.434,7.549738,5.53211,5.074074,4.525,4,5.611111,5.140625,3.852941,25.72009,18.07121,26.92692,5.473684,6.557292,4.5,3,3,4.185185,4.506173,5.094118,4.985294,4,4.490909,4.517857,4.8,4.25,6.272727,4.514706,4.662162,5.263158,3.368421,5.02963,3.75,4.611111,4.994898,4.245454,5.092593,4.12931,4.777778,4.642857,7.3,4.321429,4.394737,5.007692,5.876812,26.2649,5.244094,4.632911,4.351563,5.157143,22.34456,6.16,9.358209,5.923077,4.816092,5.23316,4.880597,5,4.897436,8.417392,3.666667,7.191589,4.224138,5.965517,5.559322,4,4.954545,5,6.40239,5.35503,6.800444,5,21.33741,6.878641,5.296296,6.692914,6.115385,8.085107,5.093333,5.5,5.9375,4.846154,19.31951,5.53125,5.872727,5.481203,5.28125,6.127273,5.267241,6.078261,6.9,6.740741,6.135417,5.411483,6.995536,6.761905,6.449665,7.5,6.418919,5.067567,9.902098,5.4,7.268293,6.549383,6.509434,4.6,5,6.333333,4.897638,6.26087,4.785714,4.130435,5.315315,5.294117,5.267327,4.637931,5.810811,4,4.709091,6.244444,5.129032,7.435424,4.772727,4.945946,5.388889,7.291667,4,5.209677,5.714286,6.518518,6.033708,6.166667,4.788889,4.7
205,4.511628,4.959184,11.27964,7.193717,5.357798,4.62963,4.375,3.166667,5.520833,5.109375,4.117647,25.55869,17.93189,26.85027,5.884211,6.473958,4.5,3.285714,2.8,4.518518,4.493827,5.141177,4.044117,5.136364,4.163636,4.410714,4.8,5.875,6.215311,4.338235,5.567567,4.578948,3.552632,4.97037,4,4.708333,5.255102,4.336364,5.018518,4.086207,4.814815,4.028572,5.6,4.517857,4.526316,4.853846,5.34058,26.32781,5.259842,4,4.882813,4.928571,22.10881,5.88,8.973881,5.923077,4.770115,5.492228,5.044776,5.454545,4.854701,7.913043,4,7.415888,3.931035,6,5.627119,4.355556,5.306818,5.541667,6.071713,5.449704,6.898005,5.888889,21.489,6.5,6.074074,7.133858,5.75,8.302128,5.24,5.5,6.0625,4.923077,19.22439,5.601563,5.427273,5.56391,5.179688,6.2,5.405172,6.295652,6.5,6.703704,6.489583,5.593301,7.196429,6.708333,6.583893,6.411765,6.864865,5.297297,9.776224,7.2,6.707317,6.283951,6.811321,4.8,4,5.333333,5.527559,5.753623,5.142857,4.217391,5.558558,4.294117,5.465346,4.551724,5.027027,5,5.012121,5.894444,5.201613,7.553505,4.306818,4.459459,5.222222,7.259615,4.176471,5.774194,5.257143,6.185185,5.511236,6.166667,5.133333,4.7
206,5.465117,4.346939,11.39374,7.801047,5.412844,6.111111,4.65,4,5.604167,5.296875,4.544117,25.45711,17.85139,27.02674,5.347368,7.052083,3.5,2.714286,3,3.944444,4.604939,5.035294,4.882353,4.318182,4.163636,5.071429,5.3,5,6.397129,4.5,5.162162,5.578948,3.657895,5.325926,4.25,5.027778,5.306122,3.909091,4.861111,4.456897,4.518518,4.528572,6.5,4.25,3.947368,4.346154,5.572464,25.92715,5.031496,3.886076,4.335938,5.214286,22.08808,5.64,9.335821,6,4.597701,5.212435,5.089552,5.068182,4.74359,8.052174,3.666667,7.140187,4.224138,6,5.728814,4.355556,4.943182,5.208333,6.358566,5.39645,6.822617,5.555555,21.33741,6.699029,5.962963,6.92126,6.153846,8.068085,5.32,4,5.75,4.076923,18.98293,5.476563,5.972727,5.699248,5.117188,6.290909,5.525862,6.252174,6.5,6.814815,5.864583,5.842105,7.044643,6.761905,6.214765,6.676471,6.72973,4.986486,9.986014,5,7.219512,6.648148,6.396226,4,6.5,5.666667,5.401575,5.405797,5.178571,4.478261,5.495495,5.088235,5.396039,4.465517,5.864865,5.631579,4.866667,6.138889,5.395161,7.512915,4.193182,5.324324,5.444445,7.320513,4,4.83871,5.571429,6.518518,6.101124,5.5,5.022222,4.7
207,5.372093,4.938776,11.37808,7.382199,5.165138,4.555555,4.75,3,5.527778,5.390625,4.088235,25.40406,17.93498,26.877,5.778947,6.536458,4,4,3,3.37037,4.716049,5.188235,4,4.954545,4.218182,5.035714,5.3,4.25,6.464115,4.573529,4.716216,4.473684,3.578947,5.333333,3.5,4.902778,5.454082,4.672727,4.148148,4.534483,4.62963,4.971428,6.7,4.446429,4.289474,4.753846,5.311594,26.4702,5.503937,4.379747,4.703125,4.957143,21.86788,5.88,9.238806,5.923077,4.678161,5.419689,4.820896,5.045455,5.102564,8.395652,4,7.514019,4.637931,5.896552,6.355932,4.044445,5.25,4.9375,6.330678,5.443787,6.822617,6.555555,21.55746,6.757282,6.074074,7.523622,6.019231,8.097873,4.986667,5,5.75,4.923077,19.20244,5.914063,5.172727,5.541353,5.203125,6.145454,5.310345,6.191304,6.5,6.656085,6.333333,5.583732,7.254464,7.011905,6.060403,7.235294,6.567567,5.459459,9.793706,6.8,6.682927,6.759259,6.424528,4,6.5,6.333333,5.346457,5.594203,5.607143,4.478261,5.918919,5.088235,5.970297,4.810345,5.945946,4.578948,4.727273,6.116667,5.129032,7.749077,4.931818,5.297297,5.25,7.38141,4,4.854839,5.342857,5.888889,5.735955,4.666667,5.255556,4.7
208,4.976744,4.897959,11.38479,7.675393,5.19266,4.518518,4.475,4.5,5.645833,5.414063,3.882353,25.45937,17.73684,26.69519,5.294737,6.479167,4,3,2.9,3.87037,4.45679,4.882353,4.75,3.954545,3.909091,5.089286,4.8,5.875,6.30622,4.176471,5.175676,4.578948,4.421052,5.266667,3.75,4.833333,5.153061,4.063636,4.361111,4.12931,4.444445,4.428571,7.3,4.517857,4.105263,5.046154,5.847826,26.35099,5.425197,4.202532,4.289063,5.214286,22.22798,5.88,9.048508,6,4.632184,5.202073,5.014925,5.840909,4.897436,8.26087,3.666667,7.275701,4.206897,6.62069,6.40678,4.355556,5.056818,5,6.143426,5.544379,6.771619,5,21.35452,6.723301,4.37037,7,6,8.446809,4.92,4.5,5.3125,4.923077,19.13659,5.867188,6.036364,5.503759,5.148438,5.454545,5.189655,6.33913,5.5,6.566138,6.322917,5.555024,7.25,6.357143,6.395973,7.264706,7.155406,4.864865,9.905595,7.2,6.926829,6.839506,6.603774,4.4,5,5.916667,5.181102,5.391304,5.785714,5,5.333333,5.088235,5.336634,4.465517,4.918919,4.578948,4.957576,6.405556,5.290323,7.464945,4.920455,5.324324,4.944445,7.237179,4.352941,5.677419,5.085714,6.666667,5.769663,4.666667,5,4.7
209,3.744186,4.367347,11.65101,7.26178,5.339449,4.444445,3.175,3,5.527778,5.1875,3.911765,25.67043,17.92879,26.73262,5.642105,6.78125,4,3,3,4.777778,4.753087,5.329412,4.985294,3.954545,4.363636,5.089286,5.25,5.875,6.334928,4.264706,5.27027,5.157895,3.684211,5.022222,3.75,4.680555,5.372449,3.936364,4.194445,4.12931,4.259259,4.785714,6.7,4.035714,4.078948,4.938461,5.601449,26.3245,5.653543,4.455696,4.460938,5.042857,22.29534,5.72,9.093284,6,4.62069,5.341969,4.970149,4.522727,4.222222,8.265218,4.666667,7.514019,4.344828,5.241379,6.288136,4.288889,5.102273,5.541667,6.258964,5.426035,6.855876,6.111111,21.53545,6.53398,6.37037,6.744094,5.711538,7.893617,5.093333,4,5,4.076923,19.0878,6,5.972727,5.759398,5.601563,5.181818,5.275862,6.139131,7.1,6.693122,5.916667,5.655502,6.964286,6.440476,5.892617,7.294117,6.594594,4.945946,9.93007,6,6.95122,6.185185,6.528302,4.9,6.5,6.083333,5.645669,5.73913,5.642857,3.913043,5.225225,5.088235,5.297029,3.862069,4.972973,4.157895,4.818182,6.1,4.870968,7.634686,4.909091,4.837838,6.027778,7.112179,4,5.306452,6.4,5.481482,6.022472,5.666667,5.033333,4
210,3.976744,4.510204,11.17897,7.382199,5.385321,5.111111,4.225,3,5.583333,5.34375,4.102941,25.60609,17.90402,26.85027,5.357895,6.630208,3.5,3,3.05,3.962963,4.37037,5.352941,4.985294,4.909091,4.490909,4.678571,4.75,5,6.277512,4.323529,5.378378,4,3.789474,5.207407,3.75,4.625,5.051021,4.418182,4.935185,3.956897,4.851852,4.857143,5.9,4.232143,4.368421,4.776923,5.746377,25.97351,5.456693,4.708861,4.804688,4.9,22.26425,5.64,8.962687,5.923077,4.678161,5.212435,4.701492,4.772727,4.230769,8.273913,4.666667,7.186916,3.827586,5.724138,6.59322,4,5.159091,5,6.035857,5.136095,6.67184,6.555555,21.24694,6.548543,6.074074,6.744094,6.096154,8.07234,5,4.5,5.6875,4,19.3561,5.71875,5.236363,5.578948,5.328125,6.218182,4.810345,6.373913,7.9,6.661376,6.208333,5.401914,7.102679,6.976191,6.395973,7.264706,6.891892,5.067567,9.667832,6.6,7.121951,6.734568,6.566038,4,4.5,5.166667,5.31496,5.594203,5.821429,4.304348,5.288288,4.764706,4.960396,4.637931,5.027027,4.578948,4.69697,5.944445,5.08871,7.634686,4.409091,5.081081,5.5,7.205128,4,5.129032,5.771429,5.962963,5.64045,4.5,4.633333,4
211,5.767442,4.836735,11.63982,7.408377,5.082569,5.407407,4.625,3.333333,5.472222,5.25,3.882353,25.40858,18.00929,27.37433,5.284211,6.692708,4,3,3,3.740741,4.765432,5.364706,4.955883,4.045455,4.436364,4.482143,4.8,5.25,6.363636,4.352941,5.243243,4.368421,3.473684,5.214815,4.5,4.625,5.091837,4.454545,4.333333,4.431035,5.111111,4.871428,5.7,4.285714,4.342105,5.015385,5.724638,26.11921,5.133858,4.202532,4.4375,4.557143,21.91192,4.8,9.093284,5.923077,4.643678,5.243523,4.029851,4.818182,4.435897,8.413043,4.666667,7.014019,4.189655,5.344828,5.728814,4,4.386364,4.770833,6.223107,5.615385,6.86918,4.666667,21.62592,6.703884,5.296296,6.77559,5.923077,8.370213,5.266667,4,5.1875,4.076923,18.9878,5.21875,5.363636,5.909774,4.992188,5.890909,5.301724,5.860869,7.75,6.497355,6.239583,5.574162,7.383929,6.761905,6.281879,7.205883,6.364865,5.175676,9.902098,5.8,6.707317,6.703704,6.198113,4,5.5,5.916667,5.598425,5.608696,5.839286,4,5.396396,4.794117,5.19802,4.810345,5.054054,4.789474,4.575758,6.355556,5.185484,7.789668,5.056818,4.702703,5.111111,7.125,4,4.903226,4.914286,7.037037,5.932584,5.166667,4.933333,4
212,4.976744,4.632653,11.43624,7.575916,5.779817,5.407407,4,4,5.597222,5.109375,4.176471,25.48194,18.11765,27.39394,5.326316,6.432292,4,3,3,3.740741,4.802469,5.094118,5.058824,4,4.181818,4.75,4.85,4,6.15311,4.720588,5.472973,4.421052,3.710526,5.074074,4.5,4.680555,5,4.790909,4.148148,4.25,3.888889,4.742857,6.7,4.089286,4.078948,4.9,5.528986,26.34106,5.070866,4.544304,4.257813,4.885714,21.96373,5.84,9.253732,5.923077,4.643678,5.414508,4.223881,4.795455,5.025641,8.013043,4,7.350467,4.551724,6.068965,6.474576,4,5.090909,5.375,6.334661,5.692307,6.782705,7.222222,21.72861,6.519417,5.703704,7.169291,5.769231,7.948936,5.213333,4,6.3125,4.923077,19.3,5.75,5.236363,5.75188,5.835938,5.509091,5.517241,5.913043,5.5,6.566138,5.729167,5.760766,7.075893,6.791667,5.724832,7.705883,6.405406,5.243243,9.643356,5.2,7.219512,6.67284,6.622642,5,5.5,6.333333,5.362205,5.304348,5.410714,4.434783,5.414414,5.088235,5.455446,4.155172,4.756757,3.315789,4.660606,5.888889,5.233871,7.822878,4.272727,4.594594,4.888889,6.967949,4,4.903226,5.857143,6.222222,5.769663,4,5.433333,4
213,5.372093,4.122449,11.31767,7.712042,5.155963,5.481482,3.85,4,5.75,5.390625,4.147059,25.53837,18.76471,27.53832,6.042105,7.223958,5,3,3.9,3.740741,4.765432,5.317647,5.014706,4,4.109091,4.625,4.3,5.25,6.200957,5.191176,5.364865,5,3.684211,5.140741,4,4.666667,5.051021,4.354546,4.064815,4.5,5,5.014286,7.3,4.267857,4.473684,4.715384,5.789855,25.89073,5.76378,4.202532,4.59375,5.428571,22.20725,4.92,9.395522,6,4.057471,5.181347,4.820896,4.613636,4.760684,8.560869,4,7.32243,4.293103,5.655172,6.474576,4.355556,5.022727,4.583333,6.450199,5.372781,6.685144,5.555555,21.47433,6.61165,5.407407,6.622047,6.403846,8.319149,4.666667,4,5.1875,4.153846,18.88537,5.914063,5.590909,5.609023,5.570313,5.963636,5.146552,6.443478,6.1,6.989418,6.291667,5.631579,7.142857,6.75,6.107383,7.235294,6.810811,4.891892,9.828671,5.4,6.487805,6.444445,7.122642,6,6.5,7.166667,5.401575,5.42029,5,4.043478,5.576577,5.088235,5.425743,3.948276,5.027027,4.157895,4.830303,6.094444,5.282258,7.516605,5.147727,5.297297,5.472222,7.176282,4.470588,5.209677,5.542857,7,6.005618,6.166667,4.811111,4.7
214,4.627907,6.448979,11.29754,7.816754,5.348624,7,4.975,4,6.902778,6.53125,4.308824,25.43454,19.16409,27.13725,6.063158,7.796875,7,4,4,4.185185,4.234568,5.964706,4.691176,6,5.709091,4.732143,5.45,5.25,6.430622,4.382353,7.094594,4.631579,3.473684,4.903704,5,5.180555,5.872449,3.927273,6.861111,4.801724,5.37037,6.785714,6.5,6.375,7.447369,5.684616,6.434783,26.7947,5.984252,4.734177,4.796875,5.4,22.43523,6.04,9.664179,5.923077,3.942529,5.953368,6.61194,4.909091,5.837607,9.16087,4,7.023365,4.103448,5.482759,8.847458,5.288889,6.295455,4.979167,7.565737,5.431952,7.046563,7.111111,22.29829,7.237864,6.592593,8.988189,6.711538,8.251064,5.173333,5.5,6.3125,3.461539,19.66585,5.75,6.145454,6.263158,5.867188,6.236363,6.043103,6.669565,6.5,7.708995,6.78125,6.038278,7.129464,6.940476,6.530201,6.911765,7.108108,4.783784,10.21678,6.2,7.121951,7.432099,8.150944,8.1,5.75,7.166667,5.661417,6.971014,5.142857,5.347826,7.144144,4.970588,5.544554,4.758621,5.918919,5,5.830303,6.566667,5.16129,7.671587,4.579545,5.081081,5.555555,7.275641,4.941176,4.967742,4.257143,6.185185,6.561798,4,5.077778,4
215,5.418605,8,11.63758,7.926702,5.321101,6.555555,5.55,4,6.743055,7.421875,4.691176,25.68623,19.02167,27.48841,5.631579,7.838542,7,5,5,4.12963,4.938272,7.282353,4.676471,6.272727,6.454545,4.982143,6.2,4.25,6.454545,4.955883,7.391892,4.210526,3.315789,4.985185,5.25,5.125,5.989796,4.581818,7.259259,4.060345,4.407407,7.214286,5.7,6.892857,8.684211,5.9,6.456522,26.78808,6.574803,4.316456,4,5.242857,22.86529,7,9.466418,6,4.597701,6.082901,6.80597,5.340909,5.940171,9.243478,5,7.523365,4.258621,6.206897,9.372881,6.533333,6,4.5625,8.159363,5.56213,7.325943,6.888889,21.85085,7.398058,5.962963,9.952756,7.019231,8.434043,5.506667,4,7.875,4.076923,19.81707,6.046875,6.463636,6.233083,5.601563,6.381818,6.810345,7.356522,5.1,7.873016,7.229167,6.30622,7.330357,6.571429,6.771812,7.029412,8.25,4.959459,10.38811,5.4,6.878049,7.561728,8.971698,9.1,4.75,8.083333,6.11811,6.724638,4.75,5,8.441442,4.705883,6.069307,4.931035,5.648649,4.578948,6.606061,6.877778,5.58871,7.760148,4.215909,4.72973,5.027778,7.448718,6.647059,4.580645,4.571429,6.296296,6.707865,4.666667,5.677778,5.6
216,4.418605,8.632653,11.56152,7.78534,5.80734,7.62963,5.025,4.833333,6.854167,7.351563,4.720588,25.52934,18.69659,27.50267,6.021053,7.885417,6,5,4.95,4.796296,5.444445,7.294117,5.176471,7.181818,5.981818,5.267857,5.1,4.375,6.502392,4.75,7.662162,4.789474,4.236842,5.081481,6,5.013889,6.061224,4.454545,7.722222,4.517241,5.111111,6.642857,5.7,7.285714,9.526316,5.961538,6.565217,27.48344,6.165354,4.924051,4.375,5.071429,22.80052,7.12,9.30597,5,4.62069,5.740932,8.119403,4.431818,6.452991,8.765218,3.666667,7.154206,4.672414,5.965517,10.50847,7.288889,6.125,5.020833,8.071713,5.384615,7.334812,7.888889,22.07579,7.140777,5.037037,9.192913,7.923077,7.92766,5.16,4.5,7.5625,4.153846,19.56342,5.835938,6.6,6.488722,5.921875,6.036364,6.491379,7.391304,6.5,7.312169,7.177083,6.564593,7.321429,6.773809,7.657718,7.058824,8.97973,5.027027,10.3042,6.6,7.219512,7.783951,8.424528,10.7,4.75,7.333333,5.692914,7.507246,5.392857,5.478261,8.684685,5.264706,5.475247,4.793103,5.648649,5.421052,6.139394,7.016667,5.282258,7.870849,4.329545,5.243243,5.222222,7.330128,6.647059,4.629032,4.542857,6.185185,6.494382,4,5.377778,4.6
217,5.325582,9.32653,11.58389,7.890052,5.706422,7.259259,4.975,5,6.291667,6.992188,4.764706,25.73025,18.86997,27.18182,5.694737,7.958333,6.5,5.714286,5.1,3.925926,4.555555,7.164706,4.75,6.704545,5.909091,5.089286,5.7,6.75,6.311005,4.264706,7.824324,4,2.868421,5.296296,5.75,5.416667,5.92347,3.927273,7.833333,4.431035,4.407407,6.971428,6.7,7.589286,9.631579,5.523077,6.07971,26.98344,6.094488,4.658228,4.578125,5.114286,23.14767,7.28,9.429105,6.692307,4.735632,6.150259,7.970149,4.977273,6.452991,9.308696,4.333333,7.186916,4.534483,6.206897,9.288136,7.444445,6.625,5.020833,8.087649,5.491124,7.40133,5.777778,21.96577,7.072815,4.666667,9.76378,8.884615,8.391489,5.36,5.5,7.375,4.384615,19.80244,5.8125,7.018182,6.473684,6.132813,5.854546,6.560345,7.452174,5.6,7.619048,7.40625,6.645933,7.142857,6.803571,7.073825,7.147059,8.445946,5.459459,10.39511,5.8,7.097561,7.691358,9.113208,10.2,3.5,6.416667,5.645669,8.043478,5.339286,5.565217,8.513514,4.823529,6.089109,4.672414,6.054054,4.578948,6.418182,7.2,5.064516,7.726937,5,4.864865,5.222222,7.160256,7.764706,4.887097,4.6,6.296296,6.264045,3,4.622222,5.3
218,5.465117,9.285714,11.67338,7.633508,5.899083,6.666667,4.375,6.166667,6.875,7.15625,4.691176,25.77652,18.75851,27.44207,6.063158,7.817708,8.5,6.285714,5,4.481482,5.283951,7.505882,4.338235,6.954545,6.072727,5.071429,5.15,5.875,6.287081,4.867647,7.851351,4,4.447369,5.244444,5.25,5.111111,6.030612,4.609091,8.425926,4.413793,4.925926,7.2,6.5,7.214286,9.763158,5.507692,6.594203,26.92715,6.165354,4.797468,4.289063,4.985714,22.64508,7.48,9.641791,5.384615,4.632184,6.139896,8.38806,5.068182,6.982906,9.030435,3.666667,7.14486,4.37931,5.965517,9.559322,7.488889,6.454545,5.041667,8.099602,5.491124,7.452328,7.444445,21.9291,7.126214,5.703704,9.586615,8.038462,8.140426,5.12,4,7.125,4.384615,19.77805,5.890625,6.727273,6.135338,5.835938,5.872727,6.5,7.495652,6.2,7.185185,7.552083,6.555024,7.116071,6.869048,7.389262,6.882353,8.621622,5.27027,10.49301,5.8,6.219512,7.697531,9.018867,11.6,6.5,6.416667,5.503937,8.57971,5.178571,5.217391,8.36036,4.411765,6.108911,4.672414,6,5,6.060606,7.522222,5.258065,8.047971,4.261364,5.297297,5.5,7.480769,8.882353,5.306452,4.828571,5.62963,6.550562,4.666667,4.988889,5.3
219,5.883721,8.510204,11.83669,7.65445,6.009174,6.111111,4.575,4.833333,6.034722,7.21875,4.132353,25.53386,18.81734,27.66132,5.663158,7.75,8.5,6,4.8,4,4.716049,7.011765,4,6.954545,5.872727,4.767857,5.4,5.25,6.253589,4.25,7.297297,5.578948,3.815789,5.362963,6.25,5.236111,6.581633,4.245454,8.546296,4.37069,4.703704,6.342857,6.7,7.267857,10.55263,5.623077,6.550725,26.68874,5.433071,4.607595,4.53125,4.814286,22.80311,7.52,9.335821,5.923077,4.62069,6.07772,8.641791,4.909091,7.008547,9.021739,4.666667,7.172897,4.448276,6.103448,8.542373,7.8,7.068182,4.479167,8.003984,5.52071,7.572062,6.888889,21.96333,6.927185,5.481482,9.507874,8.769231,8.4,5.586667,4.5,7.3125,4.461538,19.5439,5.84375,6.918182,5.93985,5.742188,5.709091,6.172414,7.765217,6.2,7.222222,7.447917,6.325359,7.017857,6.916667,7.798658,5.970588,8.878378,5.216216,10.5035,5.2,6.707317,7.759259,9.481133,10.9,5.75,6.833333,5.645669,8.42029,4.803571,5.608696,8.405405,4.823529,5.603961,4.827586,6,4.68421,6.163636,6.972222,5.104839,7.867159,4.488636,4.594594,5.027778,7.214744,10.05882,4.741935,4.114286,6,6.421348,4,4.933333,5
220,5.372093,8.734694,11.65101,7.638743,5.80734,5.962963,5.725,5,6.0625,7.601563,4.661765,25.73702,18.73375,26.97326,5.968421,7.838542,8,7.142857,4.1,4.092593,4.530864,7.188235,5.147059,7.068182,6.254546,5.178571,5.7,4,6.196172,4.529412,7.797297,5,3.684211,4.711111,5.5,4.875,5.948979,4.309091,8.87963,4.413793,4.962963,6.857143,5.6,7.446429,10.05263,5.253846,6.42029,26.54636,5.968504,4.607595,4.03125,5.057143,23.16321,7,9.347015,5.923077,4.689655,6.07772,9.671641,5.045455,7.418803,9.047826,3.333333,7.369159,4.413793,5.965517,8.525424,7.622222,7.568182,5.208333,7.920319,5.491124,7.363636,6.555555,21.81663,6.980583,4.666667,9.440945,7.865385,8.13617,5.546667,5.5,7.875,4.923077,19.65854,5.90625,7.054545,6.165413,6.109375,5.927273,6.413793,7.686956,6.5,7.476191,7.65625,6.45933,7.107143,6.702381,7.892617,6.941176,8.297297,5.081081,10.38811,6,6.487805,7.382716,9.698113,11.5,4.75,7.166667,5.700788,8.695652,5.303571,6,8.387387,5.382353,6.19802,4.551724,4.702703,4.578948,5.939394,7.494444,5.33871,7.800738,4.431818,5.594594,5.611111,7.455128,9.882353,5.129032,4.571429,6.259259,6.516854,4,5.333333,5.3
