Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135
181,5.418605,6.67347,12.00671,7.628272,5.174312,6.222222,4.675,3.833333,5.541667,5.695313,4.161765,25.67156,18.35604,27.65775,5.705263,6.880208,4,4,3,4.314815,4.765432,5.435294,4.838235,4.045455,6.218182,5,5.35,5.25,6.454545,4.455883,5.162162,4.894737,3.842105,5.170371,5.25,4.611111,5.607143,4.227273,6.472222,4.155172,4.37037,4.028572,6.5,5.821429,5.026316,5.076923,5.434783,26.37417,5.535433,4.468354,4.15625,5.4,22.2228,5.64,9.485075,6.692307,4.609195,5.310881,7.328358,4.25,6.726496,8.830435,3.666667,7.046729,4.206897,6.068965,6.474576,4.844444,7.477273,5.854167,6.661355,5.35503,7.033259,5,21.6357,6.825243,6.444445,6.633858,6.057693,8.361702,5.226666,4.5,6.125,4.076923,19.08293,5.6875,5.636364,5.796992,5.375,5.690909,5.181035,6.486957,7.3,6.73545,5.875,5.751196,7.09375,6.946429,6.644295,7,7.081081,5.351351,10.16084,6.8,5.585366,6.82716,7.04717,5.8,5.5,4.5,5.322834,6.376812,5.642857,4.217391,7.225225,5.794117,5.643564,4.655172,5.864865,5,4.509091,6.394444,5.177419,7.734317,4.875,5.621622,5.361111,7.288462,4.470588,4.935484,4.971428,6.185185,5.764045,4.666667,4.333333,4.3
182,5.395349,6.918367,11.36913,7.664921,5.752294,5.296296,4.475,4,5.534722,5.679688,5.117647,25.90519,18.18266,26.79679,5.526316,6.869792,4,4,3,4.444445,4.45679,5.329412,5,4.090909,5,4.714286,5.15,5.375,6.277512,5.029412,5.486486,4.421052,3.526316,5.177778,4.5,4.611111,5.77551,4.663636,6.185185,4.534483,5,4.8,5.7,4.821429,5.236842,4.792308,5.826087,26.18874,4.850394,4.21519,4.59375,5.142857,22.56477,5.8,9.134328,6,4.609195,5.331606,7.208955,5.181818,6.692307,8.213043,3.666667,7.163551,4.465517,5.931035,6.237288,5.866667,7.318182,5.375,6.505976,5.337278,6.791574,5.888889,21.52078,6.752427,5.814815,6.858268,6.153846,8.289362,5.266667,6.5,6.0625,4.692307,19.36829,6.078125,5.609091,5.586466,5.5625,6.018182,5.215517,6.513043,5.5,6.534391,5.947917,5.354067,6.982143,6.815476,6.610738,6.588235,6.858108,5.216216,9.923077,5.8,7.219512,6.259259,7.339622,6,5.75,6.416667,5.401575,6.318841,5.607143,4,6.900901,4.264706,5.396039,4,4.540541,4.157895,4.90303,6.405556,5.193548,7.431734,5,5.513514,5.583333,7.24359,4.764706,4.935484,5.771429,6.444445,6.039326,5.166667,4.4,4.7
183,3.813953,6.551021,11.51678,7.649215,5.458715,5.703704,4.225,3,5.590278,5.265625,4.176471,25.52032,18.20433,27.26738,5.652632,6.666667,3.5,4,3.55,3.407408,4.91358,5.211765,4.985294,4.363636,5.509091,4.964286,5.3,5,6.200957,5.205883,5.175676,5,3.5,5.62963,4.25,4.625,5.520408,4.209091,6.351852,4.293103,4.962963,4.171429,6.7,5.196429,5.5,5.023077,5.73913,26.4404,5.15748,4.544304,4.742188,5.085714,22.23834,5.04,9.246268,5.923077,4.62069,5.435233,7.029851,5.204545,6.213675,8.456522,3.666667,7.747663,4.172414,5.689655,6.40678,5.688889,7.238636,5.375,6.406374,5.674556,6.809313,6.222222,21.6088,6.689321,6.185185,7.035433,6.461538,8.285107,5.146667,4,6,4.076923,19.16341,5.882813,5.527273,5.631579,4.976563,6.145454,5.284483,6.347826,6.5,6.539682,6.1875,5.665072,7.102679,6.869048,6.38255,7.117647,6.986486,5.081081,9.972028,5.4,7.097561,6.882716,7.14151,6,5.5,5.75,5.472441,6.231884,5.464286,4.304348,6.891892,4.823529,5.574257,4.672414,5.864865,5.210526,4.666667,6.372222,5.112903,7.845018,4.727273,5.189189,5.305555,7.153846,4,5.096774,5.771429,7,5.735955,6.166667,4.944445,4
184,4.395349,6.530612,11.41611,7.539267,5.394495,5.888889,4.35,4,5.916667,5.617188,4.117647,25.4526,18.08359,27.52763,5.694737,6.864583,5,4,3,3.944444,4.839506,5.011765,4.985294,4.295455,5.327273,4.589286,5.7,5,6.507177,4.5,5.635135,5.105263,3.763158,4.777778,4,4.986111,5.091837,4.472727,6.342593,4.301724,5.333333,4.771429,5.7,5.553571,4.842105,5.038462,5.543478,26.83775,5.141732,4.253165,4.476563,4.914286,22.09067,5.52,9.268657,6,4.781609,5.632124,6.432836,5.159091,6.350427,8.513043,3.666667,7.224299,4.568965,5.862069,6.338983,5.622222,7.056818,5.291667,6.438247,5.739645,7.042129,6,21.16381,6.38835,5.555555,6.712598,5.942307,8.246808,5.053333,5.5,5.5625,4.461538,19.38293,5.460938,6.118182,5.639098,5.25,6.145454,5.603448,6.286956,7.5,6.783069,6.020833,5.660287,7.142857,6.797619,6.134228,7.117647,7.047297,4.878378,9.856644,6.2,6.926829,6.5,7.113207,6.2,5.5,4.583333,5.425197,6.231884,5.214286,4.26087,6.927928,4.794117,5.475247,4.810345,5.864865,5,4.660606,6.072222,5.16129,7.870849,4.431818,5.27027,5.305555,7.182693,4.411765,4.790323,5.228571,6.444445,6.123596,5.5,4.977778,4.1
185,5.441861,6.32653,11.22819,7.586388,5.779817,5.851852,4.2,4,5.965278,5.34375,3.808824,25.56208,18.24149,27.4189,5.452631,6.65625,4,4,3,3.592592,4.54321,5,4.926471,4.136364,5.127273,5.017857,5,5.25,6.282297,5.779412,5.094594,4.421052,3.684211,5.325926,3.75,4.569445,5.362245,4.5,5.685185,4.517241,4.962963,4.385714,6.7,4.803571,5.105263,5.061539,5.630435,26.62914,5.362205,4.556962,4.625,4.885714,22.13212,5.04,9.350746,5.923077,3.954023,5.176166,7.179104,5.522727,6.282051,8.608696,3.666667,7.35514,4.034483,5.862069,6.305085,5,6.863636,5.416667,5.996016,5.47929,7.037694,5.888889,21.38386,6.849514,5.777778,6.73622,6.384615,8.063829,4.626667,4.5,6.3125,4.923077,19.1,6.125,5.545455,5.924812,5.40625,5.836364,5.362069,6.495652,7.6,6.984127,6.53125,5.746411,7.040179,6.815476,6.449665,7.647059,6.97973,5.054054,10,5.8,5.804878,6.462963,7.150943,6.6,5.75,4.833333,5.409449,6.304348,5.232143,4.217391,6.540541,5.117647,5.237624,4.775862,4.972973,4.578948,4.551515,6.194445,5.709677,7.634686,5.022727,5.135135,5.555555,7.605769,3.882353,5.241935,5.771429,6.296296,6.073034,5.5,5.188889,4
186,5.139535,6.285714,11.22371,7.418848,5.669725,5.518518,4.225,4,5.513889,5.414063,3.514706,25.65689,18.00929,27.07487,5.68421,6.848958,4,4,3,3.648148,4.691358,5.494118,5.073529,4.409091,5.218182,4.5,5.65,4.25,6.205741,5,5.027027,4.421052,2.894737,4.985185,3.5,4.277778,5.280612,4.3,5.824074,4.137931,5.259259,4.742857,7.3,4.714286,5.736842,5,5.514493,26.5,5.338583,4.341772,4.273438,5.285714,22.62176,5.56,9.332089,6,4.701149,5.326425,6.373134,5.159091,6.162393,8.386956,3.333333,7.490654,3.862069,5.724138,6.508474,5.688889,6.715909,5.479167,6.099602,5.307693,6.722838,5.555555,21.76773,6.65534,5.740741,6.96063,5.769231,8.161702,5.186666,5.5,5.875,4.230769,19.30732,5.8125,5.990909,5.669173,5.265625,5.727273,5.482759,6.286956,5.5,6.465609,5.958333,5.473684,7.28125,6.75,6.604027,6.676471,6.851351,5.337838,9.835665,6.4,7.097561,6.697531,6.943396,5.2,4.5,6.333333,5.188976,6.304348,5.410714,4.391304,6.225225,4.794117,5.188119,4,4.972973,3.315789,4.412121,6.5,5.314516,7.774908,4.272727,5.081081,5.444445,7.362179,4.647059,5.290323,5.514286,6.592593,6.073034,6.166667,5.266667,4
187,4.255814,6.510204,11.29083,7.34555,5.926606,5.148148,3.425,4.333333,5.534722,5.1875,4.205883,25.75846,17.96594,27.22638,5.452631,6.708333,3.5,4,3,4.092593,4.975308,5.364706,4.985294,4.431818,5.181818,5.142857,5.05,4,6.138756,4.352941,5.22973,4.421052,3.947368,5.007407,3.75,4.694445,5.127551,4.554545,5.722222,4.284483,5.444445,4.685714,7.5,4.803571,5.052631,4.676923,5.311594,26.24834,4.80315,4.379747,4.25,5.385714,22.22539,5.44,9.171641,6,4.54023,5.388601,7.164179,5.113636,5.74359,7.882609,3.666667,7.691589,4.017241,5.655172,6.322034,5.777778,6.375,5,6.199203,5.449704,6.906874,5.333333,21.60636,6.334951,6.074074,6.905512,6.076923,8.076595,5.066667,4.5,5.4375,4.076923,19.24878,5.898438,5.6,5.781955,5.78125,5.654545,5.37069,6.182609,7.6,6.603175,6.416667,5.54067,7.013393,6.797619,6.557047,6.970588,7.033784,5.405406,9.993007,6.4,5.707317,6.555555,6.792453,5.6,6.5,6.5,5.76378,6.391304,5.607143,4.391304,6.279279,5.117647,5.643564,4.62069,5.027027,4.157895,4.709091,6.633333,5.403226,7.520295,5.011364,4.810811,5.611111,7.282051,5.470588,4.564516,5.542857,6.185185,5.674157,4,5.366667,4
188,5.302326,6.040816,11.45861,7.570681,5.293578,5.111111,4.175,4,5.611111,5.125,4.205883,25.59932,18.01858,26.89483,5.547369,6.770833,4,4,3,4.333333,4.518518,5.176471,4.838235,4.204545,5.090909,5.053571,5.1,5,6.244019,4.397059,5.527027,4.947369,4.578948,4.955555,4.25,4.625,5.270408,4.490909,5.972222,4.491379,4.296296,4.157143,6.7,4.660714,4.894737,4.853846,5.15942,26.20861,5.409449,4.341772,4.210938,5.114286,22.33679,5.8,9.264925,6,4.62069,5.414508,6.522388,5.386364,6.17094,8.113044,3.333333,7.420561,3.775862,6,6.440678,5.422222,6.670455,4.458333,5.848606,5.573965,6.807096,5.222222,21.51589,6.631068,5.777778,6.929134,6.288462,8.080851,5.173333,5,5.1875,4.461538,19.48293,5.40625,5.881818,5.541353,5.671875,6.290909,5.068965,5.956522,6.5,6.698413,6.375,5.559809,7.022321,6.523809,6.463087,7.5,6.986486,4.675676,9.748252,4.6,6.585366,6.598765,7.075472,4.9,5.5,6.083333,5.519685,6.144928,5.625,4.347826,6.198198,5.264706,5.316832,4.448276,4.972973,4.578948,5.030303,6.672222,5.137097,7.335793,5.045455,4.918919,5.138889,7.583333,3.882353,5.370968,5.514286,6.777778,5.977528,5.666667,5.388889,4
189,4.767442,5.857143,11.27069,7.560209,5.385321,5.555555,4.425,4,5.395833,5.171875,4.029412,25.86004,17.95046,27.05348,5.736842,6.598958,4,5,3.55,4.185185,4.740741,5.117647,3.852941,4.045455,5.363636,4.410714,4.45,4.25,6.22488,4.5,4.878378,5.210526,3.947368,5.244444,4.5,4.611111,5.142857,4.509091,5.851852,4.336207,4.296296,4.085714,4.8,5.017857,5.263158,4.892308,5.333333,26.05298,5.527559,4.316456,4.304688,5.285714,22.34974,5.52,9.347015,5.923077,4.586207,5.19171,6.417911,4.727273,6.179487,8.234782,3.333333,7.448598,4.172414,6.068965,6.271186,5.111111,6.556818,5.958333,6.139442,5.426035,6.926829,5.333333,21.7335,6.650486,5.814815,6.677166,5.884615,8.217021,5.32,5,5.375,4.384615,19.44146,5.804688,5.7,5.654135,5.289063,5.509091,5.155172,6.252174,6.5,6.835979,6.5,5.636364,6.995536,6.791667,6.302013,6.882353,6.966216,5.054054,9.695805,5.8,6.219512,6.487654,6.764151,5.6,4,6.833333,5.425197,6.478261,4.660714,4.434783,6.027027,5.794117,5.534654,3.948276,5.027027,4.157895,5.369697,6.094444,5.419355,7.557196,4.329545,5.594594,5.277778,7.512821,4,5,5.2,6.481482,5.910112,6.166667,4.911111,4.7
190,5.186047,5.67347,11.57494,7.554974,5.559633,5.037037,4.9,4,5.763889,5.179688,4.102941,25.52709,18.50774,27.54011,5.252632,6.786458,4,4,3,3.444444,4.716049,5.223529,4.691176,4,4.836364,4.625,5.1,3.75,6.119617,4.470588,5.148649,4.421052,3.868421,5.288889,4.25,4.625,5.586735,4.209091,5.62963,4.232759,4.518518,4.8,5.7,4.321429,5.18421,4.515385,5.84058,26.23179,5.086614,4.860759,4.585938,4.928571,22.31865,5.72,8.981343,5.923077,4.62069,5.38342,6.537313,4.931818,6.076923,8.456522,3.333333,7.238318,4.293103,5.965517,5.728814,5.311111,6.045455,5.958333,6.195219,5.591716,6.842572,5,20.87531,6.796116,5.037037,6.826772,6.557693,8.251064,5.2,5.5,5.25,3.692308,19.31707,5.4375,5.7,5.827068,5.132813,6.545455,5.206897,6.086957,7.3,6.936508,5.625,5.827751,7.165179,6.946429,6.127517,7.117647,6.932433,5.216216,10.0035,5.8,5.756098,6.425926,6.679245,5,6.5,6.083333,5.614173,6.26087,5.321429,4.347826,5.54955,4.529412,5.366337,4.465517,4.972973,4.157895,5.260606,6.211111,5.040323,7.553505,4.659091,5.27027,4.861111,7.25,4.470588,5,4.971428,6.925926,5.758427,3,4.644444,4.7
191,5.348837,6.081633,11.42729,7.727749,5.80734,5.407407,4.725,4,5.569445,5.414063,4.323529,25.60722,18.01238,27.28342,5.6,6.276042,4,4,3,4.240741,4.839506,5.152941,4.485294,4.204545,4.381818,5,4.65,4.25,6.45933,4.544117,5.27027,4.421052,3.447368,5.014815,4.25,4.569445,5.035714,3.927273,5.703704,4.336207,4.222222,4.185714,6.3,5.160714,4.868421,4.607692,5.565217,26.39073,4.779528,5.227848,4.515625,4.642857,22.22021,5.32,9.369403,6.692307,4.689655,5.455958,5.880597,5.136364,5.931624,8.465218,3.666667,7.308411,4.310345,5.37931,5.762712,5,6.590909,5.541667,6.171315,5.698225,6.747228,5.888889,21.62103,7.019417,5.777778,6.874016,6.192307,8.191489,5.16,4,5.1875,4.692307,19.12683,5.640625,5.918182,5.69173,5.710938,5.909091,5.137931,6.330435,7.3,6.582011,6.291667,5.856459,7.191964,6.833333,6.47651,7.352941,6.959459,5.054054,9.842657,5.8,6.487805,6.382716,6.613207,5.2,6.5,6.333333,5.68504,6.318841,4.714286,5.173913,5.288288,4.794117,5.485148,4.413793,5.027027,4.157895,5.024242,6.288889,5.225806,7.627306,4.863636,5.486486,5,7.230769,4,5.790323,5.4,6.518518,5.83146,6.833333,4.866667,4
192,5,5.795918,11.20358,7.952879,5.266055,5.296296,4.75,5.166667,5.930555,5.195313,3.941176,25.58352,17.91022,26.81283,5.431579,6.817708,4,4,3,3.62963,4.740741,5.282353,4.838235,4.386364,4.418182,4.678571,5.15,5.25,5.985646,4.338235,5.648649,4.421052,3.368421,4.888889,4,4.638889,5.107143,4.236363,5.583333,4.094828,5.185185,4.985714,6.3,4.125,4.657895,4.507692,6.050725,25.96358,5.27559,4.164557,4.289063,4.657143,22.39637,5.04,9.369403,5.307693,4.586207,5.357513,6.179104,5.181818,6.145299,8.378261,3.666667,7.233645,3.948276,5.551724,6.355932,4.555555,6.204545,4.979167,6.434263,5.349113,6.935699,5.555555,21.49389,6.689321,5.703704,7.066929,6.096154,8.025532,5,4.5,5.25,5.076923,19.20976,5.609375,5.6,5.548872,5.546875,6.563636,5.224138,5.93913,6.8,6.449736,5.916667,5.92823,7.165179,6.833333,6.38255,7,6.864865,4.959459,9.667832,5,7.121951,6.679012,6.490566,5.2,6.5,6.833333,5.551181,5.652174,5.285714,4.217391,6.306306,5.264706,5.564356,4.5,5.864865,4.578948,4.721212,6.444445,4.854839,7.516605,5.034091,5.27027,5.027778,7.448718,4.470588,5.129032,6.257143,6.592593,5.814607,6.833333,5.244444,4
193,5.418605,5.081633,11.55481,7.282722,5,4.814815,4.5,4,5.673611,5.148438,4.323529,25.5395,18.01238,27.44385,5.947369,6.75,4,4,3,4.518518,4.617284,5.152941,5.220588,5.136364,4.509091,4.696429,5.5,4.25,6.177033,5.102941,5.337838,5.473684,3.947368,5.4,3.5,4.902778,5.341837,4.590909,5.740741,4.215517,5.481482,4.9,6.7,4.232143,4.81579,4.615385,5.818841,26.69536,5.362205,4.417722,4.804688,5.057143,22.39378,5,9.212687,6,4.655172,5.419689,6.268657,4.295455,5.794872,8.473913,3.333333,7.336449,4.034483,5.862069,5.711864,4.977778,6.238636,5.979167,6.119522,5.514793,6.878049,6.111111,20.95599,6.660194,5.37037,6.909449,5.846154,8.378723,5.066667,4,6.125,4.153846,19.19024,6.1875,5.536364,5.556391,5.148438,6.018182,5.25,6.486957,6.5,6.751323,6.458333,5.54067,7.214286,6.964286,6.47651,6.882353,6.972973,5.202703,9.751748,5,7.268293,6.567901,6.471698,4.7,5,6.666667,5.267716,6.376812,5.535714,4.73913,5.765766,5.088235,5.405941,4.103448,4.621622,4.894737,4.606061,6.15,5.024194,7.553505,5.113636,5.594594,5.555555,7.169872,4,5.129032,5.8,5.296296,5.966292,5.166667,4.722222,4
194,5.139535,5.959184,11.48098,7.471204,5.100917,5.296296,4.125,3,5.631945,4.992188,4.75,25.66479,18.20124,27.26381,5.557895,6.760417,4,4,3,4.518518,4.851852,5.176471,4.911765,3.954545,4.654545,4.982143,5.3,4.875,6.229665,4.455883,5.040541,4.421052,3.105263,5.42963,3.75,4.75,5.295918,4.490909,5.574074,4.344828,4.185185,4.714286,6.7,4.5,4.394737,4.576923,6.014493,26.53311,5.31496,4.202532,4.320313,5,22.26425,5.72,9.436567,5.076923,4.551724,5.398964,6.089552,4.886364,5.461538,8.704348,4.333333,6.990654,4.310345,6.275862,5.694915,5,5.977273,4.604167,5.900398,5.763314,6.727273,5.888889,21.32763,6.927185,5.518518,6.877953,5.980769,8.157447,4.946667,4.5,5.1875,4.615385,19.04146,6.140625,5.6,5.819549,5.632813,5.909091,5.491379,6.434783,6.1,7.232804,5.760417,5.464115,7.013393,6.916667,6.261745,6.529412,6.837838,5.472973,9.916084,4.8,7.121951,6.759259,7.160378,4.9,5.75,6.333333,5.527559,5.391304,5.5,4.130435,5.423423,5.5,5.524753,4.827586,4.972973,4,4.890909,6.477778,4.895161,7.538745,4.113636,4.918919,5.111111,7.105769,3.941176,5.322581,5.742857,5.851852,6.11236,5.666667,5.266667,3.7
195,4.837209,5.795918,11.49441,7.664921,5.449541,4.925926,4.475,4,5.645833,5.140625,4.205883,25.77088,18.14861,27.13904,5.347368,6.807292,3.5,4,3,4.111111,5.530864,5.058824,5,4.25,4.436364,5.035714,5.1,4.875,6.143541,4.735294,5.135135,4.578948,3.947368,5.244444,4,4.583333,5.244898,4.109091,5.62963,4.37931,4.925926,4.128572,5.7,4.25,4.157895,5.030769,5.884058,26.52649,5.133858,4.417722,4.8125,5.142857,22.12694,5.76,9.36194,7,4.62069,5.414508,6.029851,5.25,5.709402,8.317391,4,7.607477,4.362069,5.068965,6.440678,4.444445,6.068182,5.541667,6.346613,5.455621,6.818182,5.888889,21.51834,6.76699,5.37037,7.267716,6.134615,8.442554,5.04,4.5,5.5625,4.307693,19.6,6.1875,5.3,5.714286,5.429688,6.818182,5.241379,6.121739,6.3,6.835979,5.90625,5.746411,7.285714,6.886905,6.449665,7.205883,6.817567,5.22973,9.671329,4.8,6.219512,6.512346,6.367925,5.2,5.5,7.083333,5.661417,6.15942,6.107143,4.173913,5.459459,5.176471,5.148515,4.948276,4.756757,4.157895,4.963636,6.122222,5.209677,7.498155,4.863636,5.594594,5.333333,7.362179,4.352941,5.258065,5.285714,5.814815,6.146068,5.666667,5.255556,4.7
196,3.906977,5.67347,11.61074,7.356021,5.568807,5.296296,4.85,4,5.701389,5.148438,4.735294,25.56885,18.43653,27.47415,5.884211,6.546875,4,4,3,3.518518,4.777778,5.188235,4.558824,4.431818,4.545455,5.017857,4.8,5.25,6.253589,4.823529,5.337838,5.526316,3.894737,5.4,3.75,4.638889,5.392857,4.609091,5.212963,4.232759,4.148148,4.814286,5.3,4.089286,4.473684,5.130769,5.594203,26.28477,5.031496,4.341772,4.203125,5.4,21.99482,4.64,9.089552,5.923077,4.597701,5.554404,5.850746,4.681818,5.188034,8.369565,4.333333,7.481308,4.603448,6,6.338983,4.333333,6.159091,5.416667,6.414342,5.544379,6.769402,5.555555,21.35452,6.509709,6.074074,6.925197,5.711538,7.897872,4.866667,4,6.3125,4.076923,19.11951,5.90625,5.854546,5.68421,5.234375,5.727273,5.396552,6.026087,5.6,6.820106,6.052083,5.578948,7.191964,7.077381,6.644295,6.794117,6.878378,5.445946,10.04545,3.2,6.707317,6.425926,7.009434,4.9,6.5,4.75,5.716536,6.217391,5.160714,4.478261,5.342342,4.823529,5.405941,3.793103,5.027027,4.210526,4.672727,6.038889,5.193548,7.586716,5.056818,5.621622,5.388889,7.432693,4.470588,5.193548,5.457143,6.666667,6.174157,6.166667,5.4,4.7
197,4.046512,5.571429,11.566,7.314136,5.706422,5.740741,4.6,4,5.638889,5.210938,4.147059,25.59255,18.28173,27.25847,5.642105,6.927083,4,3,3,4.185185,4.234568,5.282353,4.838235,4.954545,4.527273,5.142857,4.55,5.25,6.138756,4.661765,5.635135,5.68421,3.447368,5.074074,4.25,4.958333,5.153061,4.536364,5.148148,4.12069,4.703704,4.714286,7.3,4.178571,4.368421,5.076923,5.826087,26.24503,4.84252,4.240506,4.46875,5.285714,22.25648,5.88,9.208955,6,4.586207,5.528497,5.641791,4.863636,4.897436,8.07826,4.666667,7.383178,4.551724,5.724138,5.40678,4.133333,6.022727,5.375,6.215139,5.502959,6.802661,5.666667,21.27384,6.558252,6.296296,6.948819,5.846154,7.944681,5.266667,3,5,4.461538,18.97561,5.84375,5.490909,5.827068,5.195313,6.090909,5.318965,6.095652,6.1,6.608466,6.416667,5.545455,7.111607,6.869048,6.644295,7.588235,6.574324,5.810811,9.751748,5,7.219512,6.820988,6.320755,5.2,5,4.833333,5.299212,5.478261,5.428571,4.956522,6.036036,4.588235,5.237624,4.137931,6.027027,5,4.884849,6.255556,5.33871,7.623616,4.5,4.72973,5.305555,7.410256,4,5.451613,5.428571,7,6.101124,5.666667,5.122222,5.7
198,4.186047,5.163265,11.47427,7.685864,5.137615,5.296296,3.85,4,5.659722,5.210938,4.235294,25.41874,18.08978,27.20677,5.51579,6.6875,5,4,3,4.444445,4.666667,5.152941,4.926471,4.431818,4.345455,5.107143,5.2,5.875,6.124402,4.485294,5.256757,5.052631,3.815789,5.007407,3.75,4.75,5.459184,4.518182,5.018518,4.474138,4.888889,4.657143,5.5,4.107143,4.526316,4.923077,5.949275,26.17881,5.11811,3.873418,4.375,4.985714,22.0285,5.24,9.350746,5.923077,4.770115,4.937824,5.447761,4.863636,5.213675,8.065217,3.666667,7.200934,4.086207,6.068965,6.40678,4.288889,5.897727,4.833333,6.278884,5.52071,6.563193,5.333333,20.69193,6.660194,6.703704,6.964567,6.057693,8.153192,4.933333,4.5,5.0625,4.384615,19.27805,5.632813,5.818182,5.473684,5.359375,5.490909,5.37069,6.043478,5.5,6.825397,6.010417,5.521531,6.888393,6.744048,6.557047,7.382353,7.135135,5.067567,9.643356,7.8,6.146341,6.234568,6.122642,4.9,5.75,5.75,5.19685,5.434783,5.428571,4.608696,5.567567,5.088235,4.970297,4.655172,4.972973,4.578948,4.751515,6.1,5.16129,7.468635,5.090909,5.027027,5.527778,7.426282,4,5.33871,5.857143,6.444445,5.780899,4.666667,5.344444,4
199,4.860465,5.551021,11.58837,7.47644,5.651376,5.444445,4,4,5.375,4.796875,4.176471,25.44582,17.84211,27.00891,5.421052,6.822917,4,4,3,4.518518,4.864198,5.211765,4.911765,4,4.218182,5.035714,5.2,5.25,6.296651,4.602941,5.067567,4.263158,3.921053,5.355556,3.5,4.652778,5.071429,4.336364,4.777778,4.465517,4.814815,4.157143,6.5,4.321429,4.578948,4.992308,5.456522,26.28146,4.889764,4.481013,4.367188,5.028572,21.8886,5.2,9.276119,5.923077,4.827586,5.243523,5.477612,5.045455,5.435897,8.069565,4,7.046729,4.103448,6.068965,5.491526,4.333333,6,5.3125,6.446215,5.443787,6.95122,6.222222,21.5868,6.757282,6.296296,6.897638,6.230769,8.32766,5.226666,4.5,5.1875,4.923077,19.30244,5.851563,5.609091,5.676692,5.179688,5.472727,5.413793,6.295652,5.1,6.587302,6.1875,5.45933,6.736607,6.797619,6.557047,7.147059,6.722973,5.486486,9.604895,4.8,7.219512,6.728395,6.783019,4.9,5.5,5.083333,5.330709,6.130435,6.142857,5.217391,5.207207,4.794117,5.643564,4.62069,4.72973,4.578948,4.915152,5.927778,5.233871,7.804428,4.579545,5.135135,5.111111,7.573718,4.764706,4.870968,5.371428,6.888889,6.016854,5.166667,5.222222,4.7
200,5.395349,5.32653,11.22595,7.591623,5.761468,5.111111,4.625,2.666667,6.048611,5.210938,4.176471,25.63544,17.89783,26.83244,5.663158,6.619792,4,3,3,4,4.950617,5.058824,4.911765,4,4.163636,4.875,5.5,4,6.397129,4.455883,5.364865,5.578948,4.526316,5.155556,5,4.611111,5.188776,3.990909,5.027778,4.698276,4.444445,4.428571,6.7,4.410714,4.526316,4.738461,5.586957,26.5894,5.519685,4.392405,4.734375,4.428571,22.08808,5.64,8.869403,5.923077,4.609195,5.129534,5.38806,4.772727,5.222222,8.217391,4.666667,7.443925,4.241379,4.896552,5.525424,4.444445,5.477273,4.770833,5.988048,5.751479,6.878049,6.777778,21.73594,6.330097,4.740741,6.771654,5.692307,8.32766,4.72,5,5.6875,3.769231,19.17561,5.421875,5.509091,5.481203,5.609375,5.454545,5.396552,5.886957,5.55,6.523809,5.927083,5.732058,7.022321,6.642857,6.697987,6.705883,6.716216,4.932433,9.765735,5,6.121951,6.666667,6.54717,4,6.5,7.666667,5.590551,6.173913,5.660714,4.391304,5.459459,5.088235,5.504951,4.706897,4.756757,4.578948,4.866667,6.55,5.225806,7.867159,4.920455,5.189189,5.333333,7.349359,3.823529,5.064516,5.457143,6.592593,5.808989,4,5.077778,4.7
