Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129
260,9.666667,15.33333,13.5,17.83333,15.4,16.62319,13.13043,11.93333,12,14.09091,13.42857,15.72115,11.66667,16.83133,20.72926,15.5,13.7,14,16.73585,14.28571,11,14.26,15.63636,14.11111,10,14.75532,42.63939,13.16,15.28387,11,13.40741,16.775,13.28571,14.33333,16.27437,13.14,15.84181,18,13.33333,11.72222,17.53979,13.36364,12.09375,15.66038,26.94118,14,18.15436,16.08225,12.9,17.28572,17.28205,19.81818,23.80859,17.21477,14.51852,14.9,14.2,17.54839,15.2,19.58544,16.2406,15.03333,16.72093,17.36572,16.06818,15.94359,23.70776,14.92308,19.13832,16.76667,15.08511,16.92473,16.76923,14.72727,19,14.23913,19.46383,17.5,16.23077,17.08247,15.72449,16.57627,12,17,18.05063,17.23699,17.11,18.01429,14.41667,20.45763,18.89189,16.57143,18.56763,19.81818,20.63693,21.4375,18.16265,20.68421,16.61111,17.08,15,18.23684,18.02542,11.6,13,19.8,25.90909,14.21633,16.44,17.90566,16.21053,16.74336,18.96269,16.0396,15.14706,16.23469,17.84615,16.32,12.16667,11.45455,16.66667,16.6383,17.63253,16.74494,16.66667,15.7,17.07377,13.83333,18.18571,17.73529
261,11.33333,13,13.75,19.33333,15.0087,16.5942,12.6087,15.4,9,15.40909,13.85714,15.43269,14,17.06024,20.48535,15,13.5,14.5,17.09748,13.51429,11,14.26,13.72727,12.55556,17.5,15.56383,41.34158,13.2,16.56774,11,13.55556,16.895,11.57143,11.83333,16.04693,11.68,15.68362,18.5,16.66667,14.16667,17.49892,13.45455,12.75,15.35849,27.21995,13.5,17.31544,16.11688,13,17.21428,16.67949,19,24.10352,17.81879,13.74074,14.7,14.04,16.19355,16.4,19.42039,15.7218,15.7,17.37209,16.95429,15.72727,16.11282,23.4239,14.84615,19.4195,17.03333,14.2766,17.32258,16.69231,14.95455,17,14.41304,18.75319,17.08974,16.31319,17.63918,15.42857,16.70339,10.33333,18,18.27426,16.85549,17.44,16.97143,15.25,19.38983,19.17568,14,18.68477,20.69091,20.04357,18.84375,18.3012,20.13876,16.43056,15.68,15.55556,17.36842,17.90678,12.8,17.5,19.36364,26.0614,14.30204,16.6,16.82076,16.65413,16.8938,19.8097,15.94059,14.23529,16.94898,18.19231,16.64,14.83333,12.18182,18.33333,15.44681,17.06627,17.32389,15.83333,14.1,17.03279,16.5,16.60952,17.32353
262,14,14.66667,12.625,15.83333,15.50435,16.54348,12.91304,11.46667,15,15.36364,11.57143,15.875,16,17.39357,20.56433,16,11.85,13.25,16.30189,14.28571,9,13.74,17.45455,13.11111,15.5,15.1383,41.26165,14.56,14.80645,14,13.62963,16.735,13,14.16667,16.01444,13.22,16.0678,16.5,10.33333,13,17.35054,13.36364,13.96875,14.26415,26.71355,12.5,17.48993,15.60606,13.5,18.42857,16.74359,18.36364,23.31641,17.89933,14.2963,15.2,13.6,18.03226,15.9,19.48447,15.49624,14.66667,17.26744,17.11429,17.27273,16.35897,23.49163,16.15385,18.9093,15.88333,14.21277,16.88172,14.84615,16.13636,14,13.56522,19.03404,17.17949,16.37912,16.65979,15.39796,16.00847,14,17.18182,17.35865,16.15607,16.9,17.28572,13.79167,18.98305,18.39189,15.85714,19.07987,20.27273,19.70124,18.125,17.22289,20.39713,15.16667,16.36,17.55556,16.57895,16.57627,12.6,12,19.22727,25.51994,14.71837,15.8,16.11321,15.05263,16.9469,19.00373,15.91089,13.76471,17.2551,16.69231,15.68,13.25,12,17.08333,15.10638,17.9006,17.19028,16.16667,13.95,16.12295,12.33333,17.00476,16.22549
263,15,12.66667,14.125,16.33333,16.08696,16.99275,14.30435,13.33333,14,14.36364,10.28571,14.78846,11.33333,16.94779,20.2464,15.5,12.6,12.5,16.22642,15.54286,16,15.3,17.18182,13.11111,13.5,14.75532,40.29876,12.72,15.50323,11,12.87037,16.435,9.428572,12.5,16.02166,12.7,14.84181,17.375,11.66667,12.5,16.96989,12.81818,12.6875,14.4717,26.63427,12.5,17.13423,15.1342,12.2,17.28572,16.41026,18.90909,23.46094,17.24161,15.25926,15.4,12.52,17.03226,17.3,19.10291,15.64662,15.96667,16.55814,16.63714,15.81818,15.54872,23.07839,14.92308,18.73243,15.6,14.14894,15.95699,15.46154,14.04545,9,14.26087,18.45957,17.46154,16.53297,16.8866,15.62245,16.16949,11,16,17.8038,16.18497,17.91,17.6,14.75,19.50847,18.06757,16.57143,18.75719,19.16364,19.07261,20.28125,17.49398,19.56459,15.63889,16.28,16.44444,17.11842,16.86441,12.6,14.5,18.57273,25.5614,14.19592,15.8,17.07547,15.72932,16.76106,18.83955,15.61386,14.5,17.29592,18,14.84,14.83333,12,14.83333,15.95745,16.87048,16.5749,18.83333,13.65,15.73771,12.5,17.06667,15.88235
264,16.33333,10.33333,14.875,15,15.38261,17.05797,11.08696,14.13333,9,14.40909,13,14.90385,13.66667,16.7992,20.42921,14.5,12.4,10.5,16.68554,15.2,13,14.62,16.27273,13.11111,13,15.2234,39.90866,12.28,15.6,10,12.83333,15.99,13.85714,12,15.95668,12.22,15.45198,18.875,16.33333,12.11111,17.74194,13,12.4375,15.15094,26.68031,13,17.47651,16.23809,12.6,18,16,19.45455,22.99023,17.13423,15.18519,15,15.12,15.35484,13,19.45534,15.66917,14.73333,16.19767,17.54,16.81818,15.78974,23.50837,16.38461,18.69615,16.41667,13.95745,16.07527,14.46154,14.72727,17,13.52174,18.71915,16.92308,16.14286,17.1134,15.22449,15.48305,14.33333,18.90909,17.36709,16.14451,17.155,15.68571,15.45833,18.79661,17.68919,13.71429,19.18637,20.27273,19.18257,19.1875,16.78916,18.98565,15.04167,17.4,18,17.51316,15.31356,10.2,12,18.56364,25.72887,14.72653,16.16,16.61321,16.44361,16.40708,18.38806,16.12871,14.58823,16.62245,14.92308,15.24,13,12.36364,14.75,16.06383,17.3494,17.02429,16.5,13.15,16.58197,15,16.34286,16.19608
265,11.33333,13.33333,15.75,17.5,15.3913,16.53623,15.30435,13.6,12,13.45455,11.28571,15.32692,12.33333,16.63454,20.15549,13,12.95,13,16.10692,15.45714,14,13.88,15.54545,12.88889,9.5,14.47872,40.2274,12.6,15.71613,15,12.16667,16.205,13.57143,12,15.57401,12.6,14.87571,17.875,15,14.27778,17.70107,12.27273,12.375,14.79245,27.01023,14.5,16.26175,16.61472,12.7,15.28571,15.71795,16.54545,23.18359,16.78523,15.11111,14,12.88,16.6129,14.8,19.02427,15.45865,14.63333,16.46512,17.26286,15.06818,16.11282,23.39574,16.30769,18.23583,15.68333,14.61702,16.48387,16.07692,14.77273,19,12.8913,18.41277,16.76923,16.20879,16.24742,15.53061,16.39831,16.66667,14.81818,17.31013,16.27746,17.31,16.51429,15.625,18.50847,17.98649,15.28571,18.81576,19.49091,19.26971,18.71875,17.60843,19.17464,16.38889,15,16.88889,16.84211,17.40678,11.6,18.5,19.58182,25.62281,14.01633,16.04,16.5283,15.62406,16.07965,19.16418,14.9703,14.14706,16.45918,17.19231,14.48,16.25,11.90909,14.16667,15.61702,17.14759,16.58704,17.83333,14.5,16.04098,13,17.42381,15.96078
266,13,13.66667,16.25,17,15.61739,16.85507,14.82609,14.13333,14,14.86364,11.57143,15.75961,11.33333,17.31727,20.55986,14.5,12.1,9.5,17.45283,15.91429,9,15.02,11.90909,12.33333,18,14.5,40.43007,12.8,15.11613,11,13.11111,16.48,13.14286,14.33333,15.53791,12.66,15.15254,19.25,16,13.22222,17.13333,13.18182,12.15625,14.50943,26.92583,11,16.77181,15.58874,11.4,16.57143,15.9359,16.18182,23.55469,16.91946,13.62963,14.8,14.32,17.09678,14.4,19.29709,15.57143,17.03333,14.89535,16.88,14.84091,16.00513,23.1621,14.23077,18.38549,15.16667,13.68085,16.52688,17.15385,14.18182,18,14.95652,18.51915,16.88461,16.73077,16.42268,15.76531,16.5339,11.66667,16.90909,17.60126,16.88439,17.205,17.01429,14.54167,18.15254,18.2027,17.57143,18.95208,18.56364,19.1307,19.40625,17.35542,18.78947,15.86111,16.56,16.77778,17.67105,16.72881,11.6,13,19.39091,25.77193,14.29388,16.8,15.63208,16.33083,16.83186,18.35075,15.59406,14.58823,17.53061,15.84615,15.44,13.33333,17,17.33333,15.93617,17.64458,16.46559,17.83333,14.4,15.79508,12,17.52381,15.89216
267,15.66667,12.33333,16.75,17.5,16.05217,16.71739,13.69565,13.8,11,15.63636,15.85714,14.66346,14.66667,17.26908,20.35718,14.5,12.9,12.75,17.08491,13.97143,11,13.64,15.54545,12.88889,14,14.71277,40.05328,13.16,16.09678,12,14,15.93,13.42857,13.33333,15.95668,12.18,14.92655,18.125,14.33333,12.27778,18.03011,13.27273,14.53125,14.67924,26.72123,13,15.7651,16.42424,13.5,18.35714,15.98718,16.27273,23.38867,17.56376,14.18519,13.4,13.68,17.58064,15.6,19.72524,15.59398,16.43333,15.4186,16.75143,15.90909,15.97436,23.4102,13.23077,19.05215,15.41667,14.12766,15.75269,15.84615,15.22727,12,13.02174,18.19149,15.4359,16.41758,16.52577,15.40816,16.37288,11,17.27273,17.03798,16.02312,17.11,17.32857,17.20833,19.05085,18.41892,14.85714,18.69436,19.38182,18.62241,19.46875,16.86145,18.96172,15.83333,16.12,15.88889,17.48684,16.4661,10,14.5,19.1,25.61962,14.15102,16.52,16.01887,15.75188,16.55752,18.9291,15.62376,13.94118,16.85714,16.5,15.04,13.16667,13.27273,14.58333,14.34043,17.25602,16.7166,16.66667,13.3,15.30328,13.83333,16.94762,15.56863
268,17,15,15.5,15,15.6087,16.65217,13.95652,14.8,12,14.18182,10.85714,15.09615,12.33333,17.16867,20.5539,15.5,12.75,14.5,17.33962,13.88571,13,14.96,16.54545,12.77778,16.5,14.90425,40.62512,12.76,15.70968,15,13.87037,15.855,12.42857,12.5,16.26354,12.48,14.96045,17.625,11,13,17.30968,13.09091,12.40625,14.73585,26.85166,13.5,15.85906,16.19481,15,16.14286,16.07692,16.63636,23.05664,16.21477,12.92593,13.6,15.04,17.51613,15.4,19.24272,15.54135,15.56667,15.96512,16.88571,16.54545,15.57436,23.53729,16,18.30612,15.81667,14.23404,16.08602,14.38461,14.63636,14,13.34783,17.71915,14.73077,16.40659,17.09278,15.42857,15.5339,13.33333,16.63636,17.7827,16.0289,17.47,15.82857,16.375,18.71186,18.18919,14.85714,18.77849,19.01818,18.47095,18.71875,17.58434,18.97847,15.97222,16.24,15.22222,17.25,17.24576,11,13,18.99091,25.39713,14.46122,16.32,16.34906,15.88722,15.46903,18.64552,15.25743,14.35294,16.57143,15.76923,14.92,13.5,12.36364,15.08333,15,17.40964,16.55466,16.33333,15.8,15.60656,12.5,17.10952,15.26471
269,13.66667,15.66667,14.875,16.16667,15.04348,16.63768,12.43478,13.8,15,13.81818,12.28571,14.25961,12,17.44177,20.54695,13,14,14.5,16.90252,14.88571,12,15.06,16.27273,13.11111,16.5,14.57447,40.82588,14,16.10323,12,12.83333,16.175,15,11.66667,16.26354,13.6,14.72881,17.375,16.66667,13.05556,17.6129,14.18182,12.6875,14.30189,27.54987,11,16.14094,16.33333,12,14.64286,16.02564,18.90909,23.31445,16.74497,14.03704,13.7,15.08,17.51613,16.5,19.42136,15.30827,17.23333,16.2093,16.90571,16,15.93846,23.27778,14.69231,18.73016,14.66667,13.57447,15.96774,16.61539,14.36364,13,13.76087,18.58723,16.20513,16.26374,16.65979,16.35714,16.65254,11.33333,16.36364,17.29114,15.49711,17.62,16.8,14.95833,18.28814,17.54054,15.28571,18.75719,18.36364,18.14108,18.0625,16.83133,19.03588,15.70833,16.64,15.66667,17.47368,16.38136,10.8,17,18.93636,25.82137,16.15102,15.92,15.84906,15.82707,15.82301,18.84702,15.71287,13.82353,16.84694,16.15385,16.12,12.66667,12.54545,16.08333,14.65957,17.48494,16.65182,15.66667,13.65,15.03279,13.66667,17.04762,15.56863
270,12.33333,11.66667,15.5,18.5,15.17391,16.47826,13.73913,13.53333,16,15.27273,11.71429,14.80769,15,16.79518,20.51366,16,12.3,12,16.79245,14.51429,11,14.06,15.90909,13.33333,14,14.92553,41.33302,12.96,15.82581,12,12.85185,15.665,14.14286,12.66667,15.46209,13.24,14.84746,16.375,13,13.33333,17.80645,13.18182,14.3125,14.50943,26.88747,12.5,16.36242,15.83983,13.9,18.28572,16.02564,16.63636,22.99805,16.12081,14.88889,16,15.72,16.48387,14.5,19.39515,15.12782,14.93333,15.38372,17.10857,14.84091,15.73846,23.06088,14.61539,18.83673,14.78333,14.21277,16.8172,16.15385,14.40909,11,14.84783,18.38298,15.71795,17.18132,17.28866,15.70408,16.66949,19,14.54545,17.03587,15.20231,17.42,17.04286,16.04167,18.01695,18.04054,13.57143,19.00213,18.83636,18.6722,19.4375,17.23494,18.82297,15.625,16.04,17.55556,16.84211,16.4661,11.4,13,18.50909,25.61882,16.01633,15.72,16.09434,15.91729,16.18584,18.91045,15.42574,14.47059,16.83673,16.23077,15.08,12.58333,11.36364,14.5,14.25532,17.6506,16.53441,17.16667,13.75,15.60656,13,17.10952,15.5098
271,14.66667,13,13.375,18.16667,15.10435,16.81159,13.65217,12.86667,16,14.72727,11.85714,15.08654,14,16.91566,20.59265,12.5,12.65,12.25,16.85535,14.08571,13,14.66,17.54545,15.11111,16,14.62766,41.28449,12.6,15.60645,14,12.09259,15.595,13.14286,11.83333,15.24549,13,14.33333,17.375,11.33333,12.66667,17.65376,12.81818,13.28125,14.09434,27.13043,11,15.93289,16.04329,14.9,16,16.01282,19.36364,22.96484,16.30201,13.55556,15.1,14.88,15.93548,14.9,19.14952,14.78947,15.6,16.19767,16.99143,16.47727,15.3641,23.11263,14.61539,18.71882,15.38333,14.04255,16.37634,15.69231,14.45455,8,14.21739,18.11489,14.5,16.28572,17.01031,14.76531,15.57627,12.33333,15.72727,16.90084,15.82659,17.185,16.47143,16.5,18.86441,17.62162,14.28571,18.85942,18.10909,18.16805,18.1875,16.70482,18.96651,14.79167,16.24,16.33333,17.57895,16.24576,10.4,12.5,17.71818,25.61085,16.65306,16.16,16.07547,16.15789,15.76106,18.60075,15.23762,14.41177,16.97959,16.92308,16,11.75,12,14.25,15.6383,17.04217,16.62348,18.5,14.4,15.23771,12.33333,16.46667,15.76471
272,14.33333,14.33333,15.5,16.5,15.46957,16.47101,12.34783,13.6,13,13.77273,12.85714,14.79808,16,16.97189,20.54794,14.5,12.85,11.75,17.16667,14.82857,14,15.8,15.72727,12.88889,13,16.02128,41.20932,13.04,15.0129,13,12.7037,14.55,12.28571,14.33333,15.18412,12.4,14.72316,17.375,17.33333,12.22222,17.8129,12.09091,12.9375,14.96226,27.13299,10,15.95973,15.62338,12.1,14.42857,15.5641,16.63636,23.33789,16.16107,14.37037,13.4,14.04,17.41936,15.9,19.10971,15.02256,16,15.26744,16.74571,14.61364,15.8359,22.95053,14.23077,17.87755,15.61667,14.44681,15.97849,14.15385,14.27273,11,15.82609,18,14.82051,15.87363,16.40206,15.54082,16,16,14.63636,17.18987,15.72254,17.28,18.45714,15.5,17.54237,18.45946,14.42857,18.71565,17.63636,17.84025,19.5,17.3012,18.45694,15.59722,16.56,17.55556,16.89474,16.33051,11.8,14,18.53636,25.49043,17,16.76,16.0566,16.99248,15.61062,18.49254,15.47525,13.97059,17.2551,17.23077,15.6,12.25,12.45455,17.16667,14.85106,17.23494,17.0081,17.83333,13.35,14.07377,10.33333,16.70476,15.94118
273,13.66667,9.666667,14.5,21.83333,14.46957,16.87681,13.21739,13.73333,10,14.22727,12.28571,15.14423,14.66667,16.44177,20.26081,15,12.55,11.5,17.02516,14.08571,12,14.46,12.27273,11.77778,16.5,14.31915,40.78972,14,15.68387,12,13.51852,15.28,12.14286,14.16667,15.23827,12.38,13.98305,15.375,13,12.33333,17.66882,13.81818,12.65625,14.26415,27.09463,14,15.94631,16.41991,10.5,16.35714,15.29487,15.63636,23.09961,16.28859,13.40741,15.2,13.12,17.16129,15.5,19.17573,15.16541,16.13333,14.96512,16.86286,15.27273,15.86154,23.35388,13.84615,18.41497,15.16667,13.70213,15.88172,13.53846,13.90909,11,15.34783,18.02128,15.42308,16.42857,16.73196,15.59184,15.0678,12.33333,16.18182,16.71308,15.62428,16.76,16.34286,15.58333,17.89831,17.35135,13.28571,18.62194,17.8,17.94813,19.53125,16.75301,18.96651,14.77778,16.92,18.22222,17.28947,16.19492,11.2,14.5,18.1,25.55981,16.67755,16.68,15.75472,17.03008,15.31858,18.54478,16.17822,14.5,16.03061,15.76923,15.6,11.66667,11.27273,13.75,13.57447,17.11747,16.83401,13.83333,13.7,13.92623,12.83333,16.33333,14.87255
274,12.66667,14.66667,15.25,16.66667,15.32174,16.51449,11.17391,12.4,9,14.54545,10.71429,15,12,15.98795,20.41778,14.5,12,9.5,16.60377,14.34286,18,15.02,15,11.66667,15,15.02128,41.02569,13.76,15.74194,12,13.40741,14.88,13.85714,12.66667,15.41516,13.46,14.41243,16.625,13,12.55556,17.36344,15.36364,14.15625,15.20755,27.15345,11.5,14.98658,15.73593,14.5,15.57143,15.89744,17.36364,22.96289,16.49664,14.81481,14.6,14.92,16.45161,14.9,19.21456,14.92481,14.7,16.03488,16.47143,16.11364,15.9641,23.2032,16.38461,18.70295,14.4,13.3617,15.74194,15,15.81818,10,14.28261,18.0766,14.71795,15.63736,16.59794,15.64286,15.08475,12.66667,15.63636,17.04219,15.64162,16.51,17.42857,14.54167,17.91525,17.25676,15.85714,18.68477,19.18182,17.8029,19.53125,16.86145,18.38756,16.83333,15.76,18.66667,17.39474,15.71186,12,13.5,18.78182,25.63158,16.02449,16.56,16,17.1203,14.9469,18.77985,14.72277,12.97059,16.4898,17.11539,16.16,13.5,13.72727,14.91667,15.40425,17.54217,16.97571,18,12.2,15.36885,14.83333,17.17619,15.44118
275,12.33333,10.33333,16.5,16.5,15.68696,16.49275,12.3913,13.4,11,13.86364,14.85714,15.32692,11,17.37751,20.74764,12,12.8,15.25,16.93396,14.08571,10,14.6,15.36364,12.11111,16,13.98936,40.98383,14.48,16.2129,16,13.68519,15.43,11.85714,14.33333,15.09386,12.42,14.51412,20.375,13,13.94444,17.47312,11.54545,12.0625,15.92453,26.79795,17.5,16.08054,15.93939,12.6,14.5,15.76923,18.18182,23.37109,16.94631,14.92593,14.4,15.68,16.6129,15.7,19.49612,15.11278,16.16667,14.63953,16.99714,16.59091,15.45128,23.05403,13.38461,18.34694,14.98333,14.12766,17.07527,14.23077,14.68182,11,13.73913,18.17021,15.33333,16.74176,17.19588,16.04082,16.5,12.33333,16.18182,17.04008,16.04046,17.39,18,15.375,18.16949,17.41892,15.14286,18.73802,17.94545,18.04979,19.3125,16.84337,18.39952,15.51389,16.32,17.88889,17.34211,16.49153,14,14.5,17.97273,25.49601,15.02449,16.64,16.14151,16.65413,16.0177,18.48507,15.34653,12.61765,17.10204,16.19231,15.12,11.66667,14.81818,16.5,14.93617,17.64458,17.33603,14.33333,13.2,15.19672,13.83333,16.88095,15.9902
276,14,12.33333,14.5,16.83333,15.66957,16.44203,13.95652,13.13333,17,13.68182,13.57143,15.75961,14,17.25301,20.81272,11.5,13.3,13.25,16.60377,14.57143,9,14.22,16.45455,13.44444,15,14.84043,40.63559,14.36,15.39355,13,12.98148,15.1,14,13.16667,15.15523,11.72,15.0226,20,13.66667,11.83333,17.37419,13.63636,12.5,15,27.00256,14.5,15.63087,15.63203,15,13.64286,15.29487,16.36364,23.26758,15.81879,13.62963,12.8,14.68,18.06452,13.9,19.31748,14.22556,15.26667,14.90698,16.76,16.43182,15.05641,23.23592,14.69231,18.27211,15.35,14.46809,16.03226,15.69231,13.31818,13,13.47826,17.62128,15.15385,16.28572,17.56701,15.4898,16.26271,15,15.81818,17.15823,15.22543,17.095,16.75714,15.20833,17.79661,17.09459,14.57143,19.08839,17.61818,18.25311,18.5625,16.66265,18.86603,14.97222,15.92,18,16.90789,16.15254,11,13.5,19.21818,25.68421,15.01633,14.8,17.0283,16.57895,15.32743,18.83209,15.55446,14.73529,16.17347,15.88461,15.24,13.08333,12.81818,15.58333,15.10638,17.27108,17.26316,16.16667,14.6,15.03279,13.33333,16.8,15.5
277,12.33333,15.33333,14.125,15,15.89565,16.66667,13.47826,13.46667,12,12.68182,13,15.08654,12.33333,17.15261,20.59762,15.5,11.25,16.5,16.92453,15.02857,16,14.52,15.45455,11.88889,15.5,14.90425,40.804,12.64,16.23871,13,12.44444,15.185,14.85714,11.33333,15.12996,13.68,14.29943,17.25,12.33333,12.77778,17.24516,14,13.84375,14.71698,26.99744,12,15.56376,16.07359,11.6,14.92857,14.94872,14.63636,23.20508,15.26846,14.62963,14.1,13.28,17.06452,14.5,19.24563,14.69925,16.83333,15.03488,16.71428,15.09091,15.29744,22.88508,13.92308,18.42177,15.33333,14.97872,15.26882,16.46154,14.09091,11,13.65217,17.77872,14.4359,15.82967,17.12371,16.03061,15.83051,13,17.09091,17.11181,15.24277,17.32,17.42857,15.625,18.16949,17.04054,14.57143,18.43451,17.87273,18.07884,18.28125,16.81325,19.05502,15.68056,17.72,14.88889,15.47368,16.4661,11.8,12,18.27273,25.55662,14.49388,16.4,15.76415,16.90977,14.86726,18.76119,15.81188,14.14706,15.5102,15.84615,15.44,12.16667,12.63636,17.41667,14.65957,17.26205,16.76518,17.16667,14.1,14.61475,13.66667,17.12381,14.47059
278,13,12.66667,14.375,14.66667,15.73913,17.18116,13.30435,13.46667,13,14.04545,13.14286,15.31731,13,17.02008,20.59116,12.5,13,13,16.63836,14.6,14,15.02,15,12.22222,14.5,14.47872,40.40913,12.6,15.70323,13,12.77778,15.195,13.71429,12.66667,15.11913,12.42,14.50282,19.375,10.66667,13.61111,17.74839,12.18182,11.4375,15.09434,26.54476,12,15.54362,15.89178,12.4,14.92857,16.78205,18.36364,22.89453,15.51007,14.40741,14.9,13.64,17.22581,14.9,19.0301,14.53383,15.76667,15.88372,16.73143,15.43182,15.64615,23.00913,12.69231,18.63492,15.15,13.89362,16.74194,17.30769,14.18182,14,13.69565,17.6766,15.5641,16.03846,16.95876,15.17347,15.67797,10.33333,16.36364,16.9135,15.42775,17.64,15.72857,16.16667,17.28814,17.75676,15.57143,18.61555,18.36364,17.89212,19.21875,17.19277,18.41148,14.81944,15.28,18,16.59211,16.4322,13.4,15,18.76364,25.36762,14.52653,16.8,14.66038,16.14286,14.37168,18.89925,14.43564,13.97059,16.78572,16.07692,16.76,13.66667,13.18182,17.33333,14.61702,17.21084,16.98381,15,12.7,15.08197,14,17.06667,15.65686
279,12.33333,14.33333,12.5,16,16.03478,16.83333,15,14.73333,9,15.68182,13,15.11539,15.66667,17.37751,20.52608,11,13.15,15,17.04403,13.37143,11,14.46,15.27273,13,14,14.80851,40.42055,13,16.09678,15,13.7037,15.45,13.85714,13,15.02888,12.82,14.52542,15.75,15,14.5,17.57204,14,12.5625,13.84906,26.46292,12.5,15.14765,15.50216,11.8,14.14286,15.16667,15.45455,22.8125,14.83221,13.66667,14.5,13.2,17.51613,14.2,18.83204,14.71429,14.43333,15.24419,16.48571,15.25,16.26154,23.20167,13.76923,18.04535,14.5,14.23404,16.48387,14.92308,15.86364,16,14.36957,17.76596,14.29487,16.59341,16.48454,14.57143,16.10169,9.666667,16.45455,16.87764,15.10405,16.495,16.78572,14.875,18.0678,16.01351,14.57143,18.3738,18.21818,17.89627,19.40625,16.29518,18.88038,15.81944,15.6,18.11111,15.9079,17.83051,13.4,10.5,18.37273,25.60765,14.60816,16.6,15.31132,16.45865,14.69027,18.75373,15.47525,13.61765,15.41837,16.11539,13.8,13,12.36364,13.83333,14.95745,17.21084,16.44534,17.5,12.75,14.76229,12.33333,16.84762,14.70588
280,14,15,14.75,21.5,15.58261,17.03623,13.43478,14.6,17,13,11.28571,15.35577,12.66667,16.82731,20.4312,14,12,12.75,16.77358,14.54286,13,14.98,15.09091,14.77778,13,15.21277,40.01808,13.12,15.91613,12,12.25926,14.855,10.57143,13.83333,14.66426,12.18,14.73446,17,16,11.38889,17.36989,12.81818,12.75,14.86792,27.01279,14,14.98658,16.12987,10.8,15,15.97436,15.90909,22.84961,14.79195,13.81481,15.3,13.16,15.74194,14.8,18.96311,14.50376,14.46667,15.96512,16.42571,16.02273,15.62051,23.13699,13.76923,18.16553,15.51667,14.02128,15.47312,14.92308,13.40909,14,13.93478,17.48085,14.67949,16.65934,15.98969,14.76531,15.61864,11.66667,16.54545,17.39451,15.39306,17.05,17.21428,15.375,17.98305,17.43243,14.42857,18.74334,17.78182,17.84855,17.875,16.63855,18.61723,14.73611,17.28,17.33333,15.94737,16.16102,12.6,12.5,18.29091,25.32297,14.39592,17.36,15.66981,16.10526,14.82301,18.31716,14.59406,13.29412,16.67347,16.15385,14.76,12.41667,11.54545,14.83333,13.93617,17.07831,16.50607,14.33333,14.15,15.19672,14.66667,16.4,15.88235
281,13.33333,11.33333,12.125,15.16667,15.89565,16.97101,11.69565,11.26667,11,13.90909,12.85714,15.33654,12.33333,17.58635,20.48982,13,12.25,12,17.25157,14.17143,14,14.44,15.36364,13.22222,14,14.28723,40.26546,12.68,15.72258,17,12.46296,15.22,13,12,15.70758,12.24,14.32768,17.625,12.33333,13.5,17.92043,14.54545,13.28125,14.98113,26.85166,11.5,14.84564,15.7316,14.6,14.92857,15.85897,17.36364,22.49219,14.7651,14.55556,13.1,13.36,17.12903,16.9,19.1,14.81203,14.96667,14.75581,16.60571,15.09091,15.51282,23.25647,13.92308,18.12245,15.48333,14.55319,15.70968,14.23077,13.04545,12,13.5,17.69787,14.5,16,16.64948,15.88776,15.44915,11.66667,15.90909,17.04641,15.80925,17,15.84286,16.20833,17.83051,17.10811,14.28571,18.43557,17.87273,17.81535,19.4375,17.09036,18.88995,15.56944,15.32,16.55556,16.32895,16.31356,13,13,18.13636,25.72329,13.97959,14.68,15.33962,16.49624,14.88496,18.66791,15.9901,13.76471,16.27551,16.88461,15.28,11.91667,13.09091,15.5,14.78723,17.5512,17.03239,15.5,15.1,14.27049,12.66667,17.25238,14.80392
