"","x"
"1891",643707
"1892",54993
"1893",23478
"1894",9640
"1895",57538
"1896",642423
"1897",101929479
"1898",11214
"1899",4916
"1900",26589
"1901",64963
"1902",55070
"1903",10239
"1904",374655
"1905",3418
"1906",10509
"1907",51335
"1908",2242
"1909",4122
"1910",55898
"1911",8128
"1912",400451
"1913",100507217
"1914",440311
"1915",7026
"1916",7190
"1917",4205
"1918",145748
"1919",55180
"1920",140460
"1921",22856
"1922",55829
"1923",123283
"1924",100128108
"1925",398
"1926",8312
"1927",9727
"1928",9091
"1929",84326
"1930",84331
"1931",89941
"1932",10273
"1933",339123
"1934",84219
"1935",146330
"1936",124093
"1937",64428
"1938",8912
"1939",115939
"1940",64718
"1941",283951
"1942",90861
"1943",23162
"1944",10101
"1945",6187
"1946",10607
"1947",2671
"1948",9143
"1949",90850
"1950",283869
"1951",5310
"1952",100507303
"1953",84231
"1954",283870
"1955",1877
"1956",21
"1957",4917
"1958",5170
"1959",652276
"1960",645644
"1961",100507321
"1962",83886
"1963",23524
"1964",6923
"1965",9074
"1966",51330
"1967",9235
"1968",91151
"1969",100463285
"1970",7727
"1971",146434
"1972",79903
"1973",197358
"1974",115
"1975",100507501
"1976",7023
"1977",79585
"1978",9093
"1979",57407
"1980",342346
"1981",84656
"1982",29855
"1983",51172
"1984",56052
"1985",196483
"1986",54715
"1987",25880
"1988",5373
"1989",23589
"1990",7874
"1991",2903
"1992",2935
"1993",55313
"1994",2072
"1995",57496
"1996",51283
"1997",23420
"1998",54700
"1999",353511
"2000",105369154
"2001",89927
"2002",54820
"2003",4629
"2004",408050
"2005",101059938
"2006",64131
"2007",101059953
"2008",105376752
"2009",102723728
"2010",283820
"2011",6210
"2012",23204
"2013",23049
"2014",10229
"2015",400506
"2016",124152
"2017",51704
"2018",55623
"2019",81691
"2020",57146
"2021",1428
"2022",23117
"2023",387254
"2024",730092
"2025",7385
"2026",255762
"2027",730094
"2028",29904
"2029",1039
"2030",100131998
"2031",641298
"2032",91949
"2033",124454
"2034",4706
"2035",79728
"2036",55114
"2037",51451
"2038",342357
"2039",79831
"2040",197370
"2041",2975
"2042",23247
"2043",23214
"2044",388228
"2045",728689
"2046",26471
"2047",112869
"2048",6799
"2049",8663
"2050",25970
"2051",653390
"2052",728888
"2053",552900
"2054",440354
"2055",79447
"2056",26470
"2057",253982
"2058",8479
"2059",226
"2060",5531
"2061",654483
"2062",548593
"2063",613037
"2064",595101
"2065",105371169
"2066",1731
"2067",79724
"2068",146542
"2069",146540
"2070",115509
"2071",730183
"2072",1489
"2073",93129
"2074",79001
"2075",84148
"2076",5652
"2077",1339
"2078",64755
"2079",124411
"2080",10308
"2081",606551
"2082",55737
"2083",388272
"2084",10294
"2085",81533
"2086",83752
"2087",100507577
"2088",6477
"2089",9683
"2090",869
"2091",64282
"2092",113
"2093",29117
"2094",64400
"2095",643911
"2096",4313
"2097",54947
"2098",1066
"2099",267
"2100",583
"2101",4504
"2102",4495
"2103",84166
"2104",221184
"2105",80011
"2106",89970
"2107",51090
"2108",6376
"2109",57017
"2110",9289
"2111",10300
"2112",3801
"2113",57567
"2114",23019
"2115",55238
"2116",1009
"2117",7084
"2118",123920
"2119",6236
"2120",80262
"2121",55336
"2122",1874
"2123",29100
"2124",29109
"2125",51673
"2126",79567
"2127",50855
"2128",84080
"2129",388284
"2130",10204
"2131",5681
"2132",9057
"2133",84138
"2134",79613
"2135",84916
"2136",64146
"2137",51388
"2138",80777
