"","x"
"1416","84302"
"1417","10592"
"1418","54566"
"1419","9991"
"1420","25861"
"1421","9550"
"1422","26147"
"1423","11064"
"1424","51552"
"1425","92399"
"1426","5090"
"1427","7633"
"1428","1025"
"1429","10444"
"1430","54662"
"1431","389792"
"1432","100506119"
"1433","100506190"
"1434","140459"
"1435","9536"
"1436","51759"
"1437","10868"
"1438","84929"
"1439","84628"
"1440","1056"
"1441","1057"
"1442","5900"
"1443","138151"
"1444","158056"
"1445","89958"
"1446","100289341"
"1447","8227"
"1448","207063"
"1449","412"
"1450","2824"
"1451","57393"
"1452","5251"
"1453","6303"
"1454","5422"
"1455","11141"
"1456","1756"
"1457","6990"
"1458","8406"
"1459","6839"
"1460","55593"
"1461","54328"
"1462","64061"
"1463","60401"
"1464","4983"
"1465","27112"
"1466","1896"
"1467","24137"
"1468","54821"
"1469","9452"
"1470","56062"
"1471","57526"
"1472","2491"
"1473","54457"
"1474","100131755"
"1475","115201"
"1476","105373311"
"1477","9949"
"1478","101927352"
"1479","90293"
"1480","170261"
"1481","79836"
"1482","84848"
"1483","159091"
"1484","56180"
"1485","4534"
"1486","9248"
"1487","55559"
"1488","1736"
"1489","4354"
