SampleID,Drug,Conc,Percent,Name
ind5b,Daun,50,0,Daunorubicin
ind5b,Daun,50,0,Daunorubicin
ind5b,Doxo,0.01,1.0529352380844956,Doxorubicin
ind5b,Doxo,0.01,1.1778344265161216,Doxorubicin
ind5b,Doxo,0.01,1.610904004827676,Doxorubicin
ind5b,Doxo,0.01,1.4536210387398416,Doxorubicin
ind5b,Doxo,0.05,0.9781668493943083,Doxorubicin
ind5b,Doxo,0.05,1.1265999878928925,Doxorubicin
ind5b,Doxo,0.05,1.3574959811129126,Doxorubicin
ind5b,Doxo,0.05,1.6171127238974128,Doxorubicin
ind5b,Doxo,0.1,0.8630208178026928,Doxorubicin
ind5b,Doxo,0.1,0.7173686161081315,Doxorubicin
ind5b,Doxo,0.1,1.3314490673096173,Doxorubicin
ind5b,Doxo,0.1,0.7475537910381638,Doxorubicin
ind5b,Doxo,0.5,0.4760701172707266,Doxorubicin
ind5b,Doxo,0.5,0.784838278472737,Doxorubicin
ind5b,Doxo,0.5,1.0747403874778914,Doxorubicin
ind5b,Doxo,0.5,0.9970580166128665,Doxorubicin
ind5b,Doxo,1,0.3770920780766202,Doxorubicin
ind5b,Doxo,1,0.2571827767285731,Doxorubicin
ind5b,Doxo,1,1.4057047794400603,Doxorubicin
ind5b,Doxo,1,0.7080947954840123,Doxorubicin
ind5b,Doxo,5,0.41820617941118643,Doxorubicin
ind5b,Doxo,5,0.45382918144283363,Doxorubicin
ind5b,Doxo,5,0.7560858389100469,Doxorubicin
ind5b,Doxo,5,0.522555651838313,Doxorubicin
ind5b,Doxo,10,0.4540051999504766,Doxorubicin
ind5b,Doxo,10,0.4931577682453444,Doxorubicin
ind5b,Doxo,10,0.4389442789620492,Doxorubicin
ind5b,Doxo,10,0.6604009933798951,Doxorubicin
ind5b,Doxo,50,0.008908107516984605,Doxorubicin
ind5b,Doxo,50,0.0038229678806905613,Doxorubicin
ind5b,Doxo,50,0.007659605491586313,Doxorubicin
ind5b,Doxo,50,0.010748964517936997,Doxorubicin
ind5b,Epi,0.01,0.9870058823197658,Epirubicin
ind5b,Epi,0.01,1.0917145580364445,Epirubicin
ind5b,Epi,0.01,0.9187303664183272,Epirubicin
ind5b,Epi,0.01,1.1658893131277814,Epirubicin
ind5b,Epi,0.05,1.1533566955667809,Epirubicin
ind5b,Epi,0.05,1.0577912600135868,Epirubicin
ind5b,Epi,0.05,0.7900762075158234,Epirubicin
ind5b,Epi,0.05,1.6523444068526232,Epirubicin
ind5b,Epi,0.1,0.6874305114781193,Epirubicin
ind5b,Epi,0.1,0.7071194584900596,Epirubicin
ind5b,Epi,0.1,0.9502621927063144,Epirubicin
ind5b,Epi,0.1,0.91184702088596,Epirubicin
ind5b,Epi,0.5,0.6364782590930051,Epirubicin
ind5b,Epi,0.5,0.6145184545247587,Epirubicin
ind5b,Epi,0.5,0.802711995003298,Epirubicin
ind5b,Epi,0.5,0.7746230583785235,Epirubicin
ind5b,Epi,1,0.46170468471561943,Epirubicin
ind5b,Epi,1,0.32964697385013414,Epirubicin
ind5b,Epi,1,0.547927606846209,Epirubicin
ind5b,Epi,1,0.6793932899574333,Epirubicin
ind5b,Epi,5,0.3648153676989958,Epirubicin
ind5b,Epi,5,0.27133047397816895,Epirubicin
ind5b,Epi,5,0.3223619535852382,Epirubicin
ind5b,Epi,5,1.0445360344287724,Epirubicin
