"","ensembl_gene_id","gene_version","gene_name","qval"
"505","ENSG00000181754","6","AMIGO1",5.2423e-23
"506","ENSG00000168765","16","GSTM4",0.00189716
"507","ENSG00000213366","12","GSTM2",8.11064e-06
"508","ENSG00000134184","12","GSTM1",1.53898e-09
"509","ENSG00000134201","10","GSTM5",7.1586e-32
"510","ENSG00000134202","10","GSTM3",7.35558e-69
"511","ENSG00000198758","10","EPS8L3",7.88919e-20
"512","ENSG00000258634","3","RP4-773N10.4",0.0439351
"513","ENSG00000116396","14","KCNC4",5.415e-05
"514","ENSG00000227963","1","RP5-1074L1.1",0.00504522
"515","ENSG00000168679","17","SLC16A4",0.00197165
"516","ENSG00000143125","5","PROK1",6.82822e-32
"517","ENSG00000259834","1","RP11-284N8.3",0.0175126
"518","ENSG00000156171","14","DRAM2",2.02719e-37
"519","ENSG00000064886","13","CHI3L2",0.0288407
"520","ENSG00000173947","13","PIFO",0.00305951
"521","ENSG00000085465","12","OVGP1",8.66242e-06
"522","ENSG00000260948","1","RP11-552M11.8",1.24065e-07
"523","ENSG00000116459","10","ATP5F1",1.34906e-06
"524","ENSG00000121933","18","TMIGD3",1.09582e-11
"525","ENSG00000227811","2","FAM212B-AS1",2.22144e-05
"526","ENSG00000064703","11","DDX20",0.000182601
"527","ENSG00000171385","9","KCND3",0.00554954
"528","ENSG00000231437","3","LINC01750",4.07942e-15
"529","ENSG00000231246","1","RP5-965F6.2",0.0340579
"530","ENSG00000134245","17","WNT2B",0.00399724
"531","ENSG00000116489","12","CAPZA1",0.0218876
"532","ENSG00000007341","18","ST7L",1.21904e-19
"533","ENSG00000155367","15","PPM1J",8.90504e-09
"534","ENSG00000229020","4","AKR7A2P1",0.00394547
"535","ENSG00000155380","11","SLC16A1",0.000362046
"536","ENSG00000226419","7","SLC16A1-AS1",7.87851e-06
"537","ENSG00000238198","1","RP11-31F15.2",2.32657e-05
"538","ENSG00000081019","13","RSBN1",0.00110313
"539","ENSG00000134262","12","AP4B1",0.000852387
"540","ENSG00000116774","11","OLFML3",1.40777e-06
"541","ENSG00000009307","15","CSDE1",0.0362546
"542","ENSG00000052723","11","SIKE1",0.0303426
"543","ENSG00000134198","9","TSPAN2",1.81195e-11
"544","ENSG00000173218","14","VANGL1",1.73429e-06
"545","ENSG00000118729","11","CASQ2",1.03472e-05
"546","ENSG00000163393","12","SLC22A15",3.42045e-08
"547","ENSG00000203865","9","ATP1A1-AS1",9.33378e-10
"548","ENSG00000224950","2","RP5-1086K13.1",0.0396695
"549","ENSG00000134247","9","PTGFRN",8.52408e-09
"550","ENSG00000134256","12","CD101",0.0165257
"551","ENSG00000116830","11","TTF2",2.03112e-14
"552","ENSG00000134253","9","TRIM45",0.0117908
"553","ENSG00000134258","16","VTCN1",6.91685e-08
"554","ENSG00000198162","12","MAN1A2",0.00145173
"555","ENSG00000183508","4","FAM46C",7.41936e-09
"556","ENSG00000092607","13","TBX15",0.0192825
"557","ENSG00000116874","11","WARS2",1.41166e-24
"558","ENSG00000231365","5","RP11-418J17.1",7.39074e-34
"559","ENSG00000226443","3","GAPDHP32",0.0123978
"560","ENSG00000240244","3","GAPDHP33",0.000312791
"561","ENSG00000260941","1","LINC00622",0.00421478
"562","ENSG00000143067","4","ZNF697",0.00489103
"563","ENSG00000274642","1","CH17-472G23.1",2.04035e-26
"564","ENSG00000223804","5","CH17-472G23.2",6.89308e-13
"565","ENSG00000270392","2","PFN1P2",4.41296e-08
"566","ENSG00000270231","3","NBPF8",2.21541e-12
"567","ENSG00000273136","6","NBPF26",2.63556e-58
"568","ENSG00000226067","6","LINC00623",0.00592228
"569","ENSG00000223345","3","HIST2H2BA",7.26739e-09
"570","ENSG00000171943","11","SRGAP2C",1.60252e-10
"571","ENSG00000227082","1","CH17-437K3.1",5.24192e-06
"572","ENSG00000277702","1","CH17-13I23.3",0.0114563
"573","ENSG00000265531","3","FCGR1CP",0.00577257
"574","ENSG00000270872","2","SRGAP2D",3.12489e-10
"575","ENSG00000232527","7","RP11-14N7.2",7.31023e-05
"576","ENSG00000266338","6","NBPF15",7.33813e-11
"577","ENSG00000196369","10","SRGAP2B",5.23255e-09
"578","ENSG00000162825","16","NBPF20",0.00154931
"579","ENSG00000275064","1","CH17-262O2.1",0.00863174
"580","ENSG00000117262","18","GPR89A",0.0434364
"581","ENSG00000186141","8","POLR3C",0.0367203
"582","ENSG00000186364","11","NUDT17",0.00263869
"583","ENSG00000265241","6","RBM8A",0.00271448
"584","ENSG00000271425","7","NBPF10",5.70471e-21
"585","ENSG00000264343","5","NOTCH2NL",0.00120012
"586","ENSG00000277420","1","CH17-408M7.1",1.3608e-25
"587","ENSG00000276975","2","HYDIN2",5.74099e-38
"588","ENSG00000268043","7","NBPF12",8.15354e-10
"589","ENSG00000237188","3","RP11-337C18.8",7.06239e-05
"590","ENSG00000180867","10","PDIA3P1",0.0242956
"591","ENSG00000131778","18","CHD1L",6.92634e-06
"592","ENSG00000278811","4","LINC00624",0.000106003
"593","ENSG00000162836","11","ACP6",4.19681e-42
"594","ENSG00000215859","8","RP6-74O6.2",0.0405439
"595","ENSG00000274372","4","RP11-94I2.4",0.000615453
"596","ENSG00000229828","2","PDE4DIPP1",3.69036e-73
"597","ENSG00000263956","6","NBPF11",8.46886e-19
"598","ENSG00000231551","8","RP11-495P10.1",9.43746e-14
"599","ENSG00000280649","2","CH17-172B3.1",0.0109219
"600","ENSG00000274020","2","LINC01138",2.81775e-05
"601","ENSG00000270629","5","NBPF14",9.97891e-08
"602","ENSG00000178104","19","PDE4DIP",0.00651324
"603","ENSG00000255148","2","RP4-791M13.4",0.0212515
"604","ENSG00000269713","7","NBPF9",4.3544e-19
"605","ENSG00000274265","4","CH17-189H20.1",0.0374387
"606","ENSG00000215861","5","WI2-1896O14.1",8.71273e-77
"607","ENSG00000271383","6","NBPF19",5.86827e-16
"608","ENSG00000277147","4","LINC00869",0.0150812
"609","ENSG00000159164","9","SV2A",0.0135637
"610","ENSG00000014914","20","MTMR11",1.22128e-09
"611","ENSG00000136631","12","VPS45",0.0325864
"612","ENSG00000118292","8","C1orf54",3.22664e-09
"613","ENSG00000117362","12","APH1A",0.0289038
"614","ENSG00000266472","5","MRPS21",5.76616e-20
"615","ENSG00000143374","16","TARS2",3.44635e-05
"616","ENSG00000228126","1","FALEC",0.00460304
"617","ENSG00000237781","3","RP11-54A4.2",0.0208382
"618","ENSG00000203804","4","ADAMTSL4-AS1",0.0131263
"619","ENSG00000143420","18","ENSA",0.0197851
"620","ENSG00000163131","10","CTSS",2.99562e-10
"621","ENSG00000143387","12","CTSK",5.59416e-08
"622","ENSG00000143437","20","ARNT",1.05517e-07
"623","ENSG00000143412","9","ANXA9",2.09974e-05
"624","ENSG00000143363","15","PRUNE1",0.0407757
"625","ENSG00000163141","18","BNIPL",0.0265831
"626","ENSG00000213190","3","MLLT11",5.24844e-05
"627","ENSG00000143398","19","PIP5K1A",0.00155083
"628","ENSG00000143442","21","POGZ",0.00105578
"629","ENSG00000143376","12","SNX27",3.98931e-13
"630","ENSG00000178796","12","RIIAD1",3.70134e-06
"631","ENSG00000143436","10","MRPL9",2.37958e-05
"632","ENSG00000203288","3","TDRKH-AS1",0.0168227
"633","ENSG00000182134","15","TDRKH",4.446e-06
"634","ENSG00000213171","2","LINGO4",2.67759e-11
"635","ENSG00000234614","1","AL450992.2",8.19336e-05
"636","ENSG00000159445","12","THEM4",9.3011e-07
"637","ENSG00000197747","8","S100A10",4.99175e-07
"638","ENSG00000237975","6","FLG-AS1",3.74078e-41
"639","ENSG00000236427","1","RP11-107M16.2",0.000345311
"640","ENSG00000143631","10","FLG",1.10944e-09
"641","ENSG00000169509","5","CRCT1",0.0230523
"642","ENSG00000163220","10","S100A9",0.000317984
"643","ENSG00000163221","8","S100A12",0.0030887
"644","ENSG00000238279","1","BX470102.3",0.00899563
"645","ENSG00000197956","9","S100A6",1.70867e-08
"646","ENSG00000188015","9","S100A3",0.00133301
"647","ENSG00000189334","8","S100A14",3.11589e-15
"648","ENSG00000160678","11","S100A1",4.90176e-27
"649","ENSG00000160679","12","CHTOP",1.09319e-09
"650","ENSG00000272030","1","RP1-178F15.4",8.17771e-12
"651","ENSG00000143554","13","SLC27A3",0.0239773
"652","ENSG00000198837","9","DENND4B",2.12006e-05
"653","ENSG00000160741","16","CRTC2",1.47047e-05
"654","ENSG00000143578","15","CREB3L4",0.000162607
"655","ENSG00000143575","14","HAX1",9.43736e-09
"656","ENSG00000163239","12","TDRD10",5.47857e-08
"657","ENSG00000160685","13","ZBTB7B",0.0078082
"658","ENSG00000163354","14","DCST2",0.00219159
"659","ENSG00000143537","13","ADAM15",3.04933e-10
"660","ENSG00000169242","11","EFNA1",5.08048e-05
"661","ENSG00000185499","16","MUC1",0.00053872
"662","ENSG00000169231","13","THBS3",0.000427435
"663","ENSG00000160766","14","GBAP1",1.93251e-35
"664","ENSG00000177628","15","GBA",0.00158807
"665","ENSG00000225855","6","RUSC1-AS1",2.79357e-09
"666","ENSG00000132676","15","DAP3",0.0314491
"667","ENSG00000203761","5","MSTO2P",1.9025e-05
"668","ENSG00000143622","10","RIT1",2.87542e-19
"669","ENSG00000116586","11","LAMTOR2",0.00391208
"670","ENSG00000196189","12","SEMA4A",2.12781e-06
"671","ENSG00000160783","19","PMF1",0.0366591
"672","ENSG00000242252","1","BGLAP",1.29517e-16
"673","ENSG00000116604","17","MEF2D",0.00024051
"674","ENSG00000163382","11","NAXE",0.00115391
"675","ENSG00000160818","16","GPATCH4",2.40907e-06
"676","ENSG00000223356","1","RP11-66D17.5",0.0121216
"677","ENSG00000143303","11","RRNAD1",7.92213e-11
"678","ENSG00000160838","13","LRRC71",0.0308956
"679","ENSG00000227295","2","ELL2P1",0.0187322
"680","ENSG00000158473","6","CD1D",2.363e-25
"681","ENSG00000163565","18","IFI16",1.52461e-06
"682","ENSG00000179639","10","FCER1A",9.05335e-05
"683","ENSG00000158714","10","SLAMF8",0.00019491
"684","ENSG00000188004","9","C1orf204",3.34369e-12
"685","ENSG00000243284","1","VSIG8",5.18683e-06
"686","ENSG00000272668","1","RP11-190A12.8",5.24181e-67
"687","ENSG00000158710","14","TAGLN2",0.0464237
"688","ENSG00000224259","6","LINC01133",0.00501344
"689","ENSG00000162729","13","IGSF8",0.027914
"690","ENSG00000018625","14","ATP1A2",1.96239e-05
"691","ENSG00000132681","16","ATP1A4",1.62776e-10
"692","ENSG00000122218","14","COPA",0.000279598
"693","ENSG00000066294","14","CD84",0.0197896
"694","ENSG00000122223","12","CD244",6.10457e-06
"695","ENSG00000158769","17","F11R",0.0204604
"696","ENSG00000215845","10","TSTD1",4.57248e-09
"697","ENSG00000162755","13","KLHDC9",0.0134495
"698","ENSG00000158793","13","NIT1",0.00206458
"699","ENSG00000158864","12","NDUFS2",0.00654213
"700","ENSG00000158869","10","FCER1G",0.000474194
"701","ENSG00000158882","14","TOMM40L",0.0226783
"702","ENSG00000143252","14","SDHC",8.8213e-07
"703","ENSG00000283696","1","RP11-122G18.12",0.000856983
"704","ENSG00000283317","1","RP11-122G18.11",8.50901e-07
"705","ENSG00000244682","7","FCGR2C",4.89168e-25
"706","ENSG00000225217","1","HSPA7",4.56967e-17
"707","ENSG00000162747","9","FCGR3B",0.00535477
"708","ENSG00000229808","1","RP11-456P18.2",0.033158
"709","ENSG00000198929","12","NOS1AP",1.01786e-11
"710","ENSG00000239887","4","C1orf226",2.56065e-11
"711","ENSG00000132196","13","HSD17B7",0.0307799
"712","ENSG00000185860","13","CCDC190",0.0262563
"713","ENSG00000143248","12","RGS5",0.000205156
"714","ENSG00000232995","7","RGS5",6.09415e-07
"715","ENSG00000269887","1","RP11-477H21.2",0.0348731
"716","ENSG00000237463","5","RP11-280O1.2",1.2113e-05
"717","ENSG00000143198","12","MGST3",0.031838
"718","ENSG00000143149","12","ALDH9A1",2.77906e-09
"719","ENSG00000225171","2","DUTP6",3.41037e-19
"720","ENSG00000152382","5","TADA1",9.60938e-06
"721","ENSG00000143195","12","ILDR2",0.0252072
"722","ENSG00000143194","12","MAEL",1.38688e-17
"723","ENSG00000143167","11","GPA33",6.07844e-06
"724","ENSG00000143190","21","POU2F1",0.0295656
"725","ENSG00000143162","7","CREG1",2.12026e-11
"726","ENSG00000198771","10","RCSD1",0.045109
"727","ENSG00000197965","11","MPZL1",0.0187855
"728","ENSG00000143158","10","MPC2",0.000949336
"729","ENSG00000143147","14","GPR161",0.00574412
"730","ENSG00000143155","12","TIPRL",0.000603566
"731","ENSG00000143178","12","TBX19",6.07418e-08
"732","ENSG00000143184","4","XCL1",0.000604353
"733","ENSG00000143156","13","NME7",2.81333e-08
"734","ENSG00000117477","12","CCDC181",7.7194e-12
"735","ENSG00000198734","10","F5",0.00476211
"736","ENSG00000000460","16","C1orf112",0.0492846
"737","ENSG00000171806","11","METTL18",3.24219e-24
"738","ENSG00000000457","13","SCYL3",0.042499
"739","ENSG00000203740","3","METTL11B",3.33195e-06
"740","ENSG00000120370","12","GORAB",5.00295e-10
"741","ENSG00000231407","5","RP11-576I22.2",0.00880134
"742","ENSG00000116132","11","PRRX1",0.000133721
"743","ENSG00000271811","1","RP1-79C4.4",1.65205e-11
"744","ENSG00000007933","12","FMO3",0.0257099
"745","ENSG00000094963","13","FMO2",3.75627e-06
"746","ENSG00000076258","9","FMO4",2.66994e-20
"747","ENSG00000034971","16","MYOC",3.82911e-06
"748","ENSG00000117533","14","VAMP4",0.0098669
"749","ENSG00000180999","10","C1orf105",1.00412e-08
"750","ENSG00000135845","9","PIGC",7.16928e-07
"751","ENSG00000094975","13","SUCO",0.0029194
"752","ENSG00000117593","9","DARS2",3.1553e-23
"753","ENSG00000270084","1","GAS5-AS1",0.00394339
"754","ENSG00000234741","7","GAS5",0.000156041
"755","ENSG00000117601","13","SERPINC1",5.56552e-13
"756","ENSG00000152061","23","RABGAP1L",0.00941956
"757","ENSG00000227373","5","RP11-160H22.5",0.0103088
"758","ENSG00000120332","15","TNN",3.76971e-09
"759","ENSG00000235750","9","KIAA0040",0.00137701
"760","ENSG00000198797","6","BRINP2",0.0228982
"761","ENSG00000120341","18","SEC16B",6.71469e-05
"762","ENSG00000242193","10","RP11-568K15.1",1.83326e-05
"763","ENSG00000224687","1","RASAL2-AS1",0.00011295
"764","ENSG00000213057","5","C1orf220",7.6924e-06
"765","ENSG00000116191","17","RALGPS2",0.00746318
"766","ENSG00000116194","12","ANGPTL1",0.0287311
"767","ENSG00000116199","11","FAM20B",2.12006e-06
"768","ENSG00000186283","13","TOR3A",5.45411e-06
"769","ENSG00000143322","19","ABL2",0.000248875
"770","ENSG00000116260","16","QSOX1",2.26411e-05
"771","ENSG00000236719","2","OVAAL",8.87659e-06
"772","ENSG00000143324","13","XPR1",0.00497622
"773","ENSG00000135835","11","KIAA1614",5.73064e-05
"774","ENSG00000135823","13","STX6",0.0140567
"775","ENSG00000135828","11","RNASEL",4.17267e-16
"776","ENSG00000135862","5","LAMC1",3.32843e-09
"777","ENSG00000224468","3","RP11-181K3.4",0.00453144
"778","ENSG00000058085","14","LAMC2",3.74371e-10
"779","ENSG00000157064","10","NMNAT2",0.0240298
"780","ENSG00000116698","21","SMG7",0.00998491
"781","ENSG00000162704","15","ARPC5",9.93303e-07
"782","ENSG00000143344","15","RGL1",0.0023177
"783","ENSG00000271387","1","RP11-382D12.2",0.0497924
"784","ENSG00000116406","18","EDEM3",2.51132e-11
"785","ENSG00000279838","1","RP4-635A23.6",0.041404
"786","ENSG00000116690","12","PRG4",2.19605e-07
"787","ENSG00000157181","15","C1orf27",0.000242769
"788","ENSG00000228238","1","GS1-304P7.2",0.00497186
"789","ENSG00000162670","10","BRINP3",4.05675e-07
"790","ENSG00000116747","12","TROVE2",0.0491872
"791","ENSG00000023572","8","GLRX2",0.000103463
"792","ENSG00000134371","10","CDC73",0.0147703
"793","ENSG00000162630","5","B3GALT2",0.000379068
"794","ENSG00000233057","1","EEF1A1P14",0.043974
"795","ENSG00000162687","16","KCNT2",0.040071
"796","ENSG00000203724","10","C1orf53",9.12505e-30
"797","ENSG00000151414","14","NEK7",0.0184597
"798","ENSG00000118197","13","DDX59",3.07492e-10
"799","ENSG00000118200","14","CAMSAP2",1.18243e-05
"800","ENSG00000116857","16","TMEM9",9.91124e-11
"801","ENSG00000159166","13","LAD1",0.0218425
"802","ENSG00000174307","6","PHLDA3",1.68396e-05
"803","ENSG00000224536","2","RP11-134G8.7",9.21475e-08
"804","ENSG00000223396","2","RP11-134G8.5",1.21629e-07
"805","ENSG00000134369","15","NAV1",0.0241507
"806","ENSG00000163431","12","LMOD1",0.0316146
"807","ENSG00000134375","10","TIMM17A",0.0152066
"808","ENSG00000234678","1","ELF3-AS1",0.0105102
"809","ENSG00000077157","21","PPP1R12B",0.0386106
"810","ENSG00000236439","4","RP11-175B9.3",0.0388211
"811","ENSG00000143858","11","SYT2",0.0137639
"812","ENSG00000214796","8","RP11-480I12.5",7.41936e-09
"813","ENSG00000230280","2","HNRNPA1P59",0.0138111
"814","ENSG00000117153","15","KLHL12",0.000455075
"815","ENSG00000159346","12","ADIPOR1",0.00708203
"816","ENSG00000163485","16","ADORA1",0.0254996
"817","ENSG00000133048","12","CHI3L1",1.64431e-07
"818","ENSG00000122176","10","FMOD",7.99431e-07
"819","ENSG00000198625","12","MDM4",0.0293535
"820","ENSG00000184144","11","CNTN2",7.7358e-05
"821","ENSG00000133059","16","DSTYK",6.61163e-05
"822","ENSG00000133069","15","TMCC2",2.1888e-17
"823","ENSG00000163545","8","NUAK2",0.0192499
"824","ENSG00000174514","12","MFSD4A",0.00631522
"825","ENSG00000158711","13","ELK4",0.000552148
"826","ENSG00000158715","5","SLC45A3",0.0104631
"827","ENSG00000069275","12","NUCKS1",4.37294e-08
"828","ENSG00000117280","12","RAB29",7.94453e-24
"829","ENSG00000133065","10","SLC41A1",0.0412506
"830","ENSG00000162877","12","PM20D1",1.39736e-59
"831","ENSG00000174502","18","SLC26A9",0.0167189
"832","ENSG00000276600","4","RAB7B",0.0135316
"833","ENSG00000266028","7","SRGAP2",0.0131477
"834","ENSG00000263528","7","IKBKE",0.00168132
"835","ENSG00000266094","7","RASSF5",1.13791e-07
"836","ENSG00000143479","15","DYRK3",2.06896e-15
"837","ENSG00000162889","10","MAPKAPK2",0.000636114
"838","ENSG00000162892","15","IL24",0.0321496
"839","ENSG00000162894","11","FCMR",1.82679e-08
"840","ENSG00000182795","12","C1orf116",0.000287969
"841","ENSG00000123836","14","PFKFB2",4.32588e-09
"842","ENSG00000123843","12","C4BPB",0.00143163
"843","ENSG00000117335","19","CD46",1.32751e-08
"844","ENSG00000284237","1","RP11-328D5.4",6.0813e-25
"845","ENSG00000076356","6","PLXNA2",0.000358718
"846","ENSG00000196878","14","LAMB3",1.27643e-09
"847","ENSG00000123689","5","G0S2",0.00257879
"848","ENSG00000117594","9","HSD11B1",0.0130983
"849","ENSG00000227591","5","RP1-28O10.1",0.0101912
"850","ENSG00000082512","14","TRAF5",0.0248639
"851","ENSG00000153363","12","LINC00467",3.16137e-15
"852","ENSG00000065600","12","TMEM206",0.000163073
"853","ENSG00000260805","2","RP11-61J19.5",4.87126e-06
"854","ENSG00000123685","8","BATF3",0.0121077
"855","ENSG00000117697","14","NSL1",6.09264e-11
"856","ENSG00000203705","10","TATDN3",3.80378e-06
"857","ENSG00000198468","7","FLVCR1-AS1",8.20339e-74
"858","ENSG00000162769","12","FLVCR1",3.30441e-16
"859","ENSG00000174606","13","ANGEL2",4.76572e-21
"860","ENSG00000274895","1","RP11-478J18.2",2.2148e-08
"861","ENSG00000143499","13","SMYD2",5.52811e-07
"862","ENSG00000152104","11","PTPN14",0.00139426
"863","ENSG00000196482","16","ESRRG",0.00795334
"864","ENSG00000162814","10","SPATA17",0.0287052
"865","ENSG00000067533","5","RRP15",2.48281e-18
"866","ENSG00000228063","1","LYPLAL1-AS1",0.0123748
"867","ENSG00000143353","11","LYPLAL1",0.00365923
"868","ENSG00000215817","5","ZC3H11B",0.00241281
"869","ENSG00000118873","15","RAB3GAP2",0.0185428
"870","ENSG00000162817","6","C1orf115",8.03987e-11
"871","ENSG00000117791","15","MARC2",3.64843e-08
"872","ENSG00000186205","12","MARC1",2.9343e-49
"873","ENSG00000272823","1","RP11-295M18.6",2.28393e-14
"874","ENSG00000238078","1","LINC01352",6.28507e-13
"875","ENSG00000136630","12","HLX",0.012091
"876","ENSG00000143498","17","TAF1A",0.000209011
"877","ENSG00000225265","1","TAF1A-AS1",0.000905426
"878","ENSG00000272750","1","RP11-378J18.8",1.01905e-24
"879","ENSG00000162819","11","BROX",2.86316e-07
"880","ENSG00000186063","12","AIDA",0.000330887
"881","ENSG00000228106","5","RP11-452F19.3",0.000512769
"882","ENSG00000154309","8","DISP1",9.94505e-07
"883","ENSG00000187554","11","TLR5",1.91676e-07
"884","ENSG00000143502","14","SUSD4",1.95915e-44
"885","ENSG00000162909","17","CAPN2",1.46962e-05
"886","ENSG00000143514","16","TP53BP2",0.00900347
"887","ENSG00000272645","3","GTF2IP20",9.30039e-24
"888","ENSG00000185495","10","RP11-504P24.3",3.62837e-10
"889","ENSG00000143756","11","FBXO28",0.0396225
"890","ENSG00000143753","12","DEGS1",7.00236e-06
"891","ENSG00000143748","17","NVL",0.00276083
"892","ENSG00000143771","11","CNIH4",6.46517e-27
"893","ENSG00000143815","14","LBR",0.0419292
"894","ENSG00000143742","12","SRP9",0.0135714
"895","ENSG00000143819","12","EPHX1",5.9456e-07
"896","ENSG00000196187","11","TMEM63A",2.82653e-13
"897","ENSG00000243709","1","LEFTY1",0.0011421
"898","ENSG00000143811","18","PYCR2",0.0159315
"899","ENSG00000163041","9","H3F3A",2.66407e-51
"900","ENSG00000225518","2","LINC01703",0.0320854
"901","ENSG00000143799","12","PARP1",0.000181008
"902","ENSG00000163050","16","COQ8A",0.0407658
"903","ENSG00000143776","18","CDC42BPA",0.0185584
"904","ENSG00000143740","14","SNAP47",0.00387597
"905","ENSG00000181873","12","IBA57",0.0477008
"906","ENSG00000154358","20","OBSCN",0.00187414
"907","ENSG00000181218","5","HIST3H2A",0.0309342
"908","ENSG00000196890","4","HIST3H2BB",0.0417813
"909","ENSG00000168159","11","RNF187",3.43924e-08
"910","ENSG00000116574","5","RHOU",0.00262378
"911","ENSG00000177788","5","RP5-1061H20.4",0.040485
"912","ENSG00000069248","11","NUP133",0.00648154
"913","ENSG00000229367","1","HMGN2P19",2.32715e-14
