"","ensembl_gene_id","gene_version","gene_name","qval"
"5139","ENSG00000213934","6","HBG1",0.0199201
"5140","ENSG00000175518","6","UBQLNL",0.010718
"5141","ENSG00000121236","20","TRIM6",0.00111972
"5142","ENSG00000196565","13","HBG2",0.0124026
"5143","ENSG00000132274","15","TRIM22",2.78582e-09
"5144","ENSG00000181074","3","OR52N4",0.000419446
"5145","ENSG00000132256","18","TRIM5",0.00618306
"5146","ENSG00000267940","1","RP11-290F24.6",0.000675044
"5147","ENSG00000051009","10","FAM160A2",9.20011e-05
"5148","ENSG00000170955","9","PRKCDBP",1.20529e-25
"5149","ENSG00000282556","1","RP11-304C12.5",0.00327026
"5150","ENSG00000166311","9","SMPD1",0.00451494
"5151","ENSG00000132254","12","ARFIP2",0.0411141
"5152","ENSG00000132286","11","TIMM10B",1.50391e-05
"5153","ENSG00000254595","1","CTD-2010I16.1",0.00440501
"5154","ENSG00000179532","12","DNHD1",0.0470828
"5155","ENSG00000132275","10","RRP8",5.78028e-10
"5156","ENSG00000166337","9","TAF10",0.0476185
"5157","ENSG00000166340","15","TPP1",0.00774776
"5158","ENSG00000158042","8","MRPL17",0.00602836
"5159","ENSG00000254838","5","GVINP1",0.0319061
"5160","ENSG00000149054","15","ZNF215",0.000641334
"5161","ENSG00000251364","6","CTD-2516F10.2",5.08961e-05
"5162","ENSG00000166387","11","PPFIBP2",5.41272e-08
"5163","ENSG00000166394","14","CYB5R2",0.00202717
"5164","ENSG00000175390","13","EIF3F",4.34881e-10
"5165","ENSG00000166405","14","RIC3",6.23883e-08
"5166","ENSG00000166407","13","LMO1",0.00618786
"5167","ENSG00000130413","15","STK33",2.31326e-11
"5168","ENSG00000166436","15","TRIM66",3.91015e-66
"5169","ENSG00000166441","12","RPL27A",0.012806
"5170","ENSG00000166444","18","ST5",0.00244312
"5171","ENSG00000166452","11","AKIP1",0.0109529
"5172","ENSG00000175348","10","TMEM9B",7.9289e-07
"5173","ENSG00000254860","5","TMEM9B-AS1",3.72408e-45
"5174","ENSG00000175352","10","NRIP3",3.67688e-05
"5175","ENSG00000175356","12","SCUBE2",4.88186e-23
"5176","ENSG00000184014","7","DENND5A",3.95969e-10
"5177","ENSG00000166471","10","TMEM41B",0.00932858
"5178","ENSG00000166478","9","ZNF143",2.27213e-06
"5179","ENSG00000166483","10","WEE1",0.000104616
"5180","ENSG00000133789","14","SWAP70",3.15259e-07
"5181","ENSG00000133805","15","AMPD3",1.04717e-10
"5182","ENSG00000110315","6","RNF141",0.0471515
"5183","ENSG00000177112","7","MRVI1-AS1",0.0441859
"5184","ENSG00000133800","8","LYVE1",0.00348093
"5185","ENSG00000246308","1","RP11-685M7.3",0.0145799
"5186","ENSG00000247271","6","ZBED5-AS1",3.22919e-08
"5187","ENSG00000110328","5","GALNT18",2.10751e-07
"5188","ENSG00000133816","13","MICAL2",0.000807699
"5189","ENSG00000262655","3","SPON1",4.61273e-26
"5190","ENSG00000133818","13","RRAS2",0.027712
"5191","ENSG00000129084","17","PSMA1",0.0339415
"5192","ENSG00000184669","7","OR7E14P",0.00225151
"5193","ENSG00000166689","15","PLEKHA7",0.0303883
"5194","ENSG00000110700","6","RPS13",0.000147376
"5195","ENSG00000188211","8","NCR3LG1",1.08075e-06
"5196","ENSG00000260196","1","RP1-239B22.5",9.28353e-06
"5197","ENSG00000187486","5","KCNJ11",1.48174e-05
"5198","ENSG00000006071","12","ABCC8",1.47222e-32
"5199","ENSG00000129158","10","SERGEF",3.22125e-18
"5200","ENSG00000166788","9","SAAL1",6.74406e-06
"5201","ENSG00000110768","11","GTF2H1",9.03043e-10
"5202","ENSG00000166796","11","LDHC",7.20777e-51
"5203","ENSG00000074319","12","TSG101",2.75491e-15
"5204","ENSG00000151116","16","UEVLD",0.00653807
"5205","ENSG00000279837","1","RP11-504G3.2",0.000684813
"5206","ENSG00000179057","13","IGSF22",2.06233e-07
"5207","ENSG00000110786","17","PTPN5",9.89227e-63
"5208","ENSG00000255160","5","RP11-428C19.5",0.00103827
"5209","ENSG00000109854","13","HTATIP2",4.04092e-40
"5210","ENSG00000171714","10","ANO5",0.0138111
"5211","ENSG00000148935","10","GAS2",0.000544048
"5212","ENSG00000198168","8","SVIP",4.93853e-11
"5213","ENSG00000109881","16","CCDC34",0.0246525
"5214","ENSG00000148943","11","LIN7C",0.00390607
"5215","ENSG00000245573","7","BDNF-AS",0.0208382
"5216","ENSG00000176697","18","BDNF",0.00241281
"5217","ENSG00000261340","1","LINC01616",0.0217716
"5218","ENSG00000182255","6","KCNA4",0.0297056
"5219","ENSG00000152219","4","ARL14EP",2.44051e-13
"5220","ENSG00000242353","1","RPL12P30",0.00888157
"5221","ENSG00000066382","16","MPPED2",1.42533e-07
"5222","ENSG00000170946","14","DNAJC24",0.010495
"5223","ENSG00000049449","8","RCN1",7.39693e-07
"5224","ENSG00000227160","3","THEM7P",2.49252e-07
"5225","ENSG00000184937","13","WT1",0.0338638
"5226","ENSG00000270903","1","HNRNPA3P9",0.00261257
"5227","ENSG00000176148","15","TCP11L1",1.3056e-17
"5228","ENSG00000213713","3","PIGCP1",6.34103e-06
"5229","ENSG00000280798","1","LINC00294",0.0137851
"5230","ENSG00000176102","11","CSTF3",0.0204592
"5231","ENSG00000205177","6","C11orf91",0.0262016
"5232","ENSG00000085063","14","CD59",4.9441e-07
"5233","ENSG00000121691","4","CAT",1.3458e-19
"5234","ENSG00000110435","11","PDHX",6.54736e-10
"5235","ENSG00000149089","12","APIP",1.19644e-42
"5236","ENSG00000026508","17","CD44",0.0160663
"5237","ENSG00000110436","11","SLC1A2",0.000185167
"5238","ENSG00000166349","9","RAG1",0.0344406
"5239","ENSG00000166352","15","C11orf74",0.0076061
"5240","ENSG00000149084","12","HSD17B12",1.74657e-39
"5241","ENSG00000283375","1","RP11-613D13.10",3.12651e-29
"5242","ENSG00000166199","12","ALKBH3",3.04551e-07
"5243","ENSG00000213693","4","SEC14L1P1",0.0391528
"5244","ENSG00000187479","5","C11orf96",0.0201371
"5245","ENSG00000110455","13","ACCS",3.45754e-44
"5246","ENSG00000151348","13","EXT2",0.000323487
"5247","ENSG00000052850","5","ALX4",0.00261805
"5248","ENSG00000019485","13","PRDM11",0.0406928
"5249","ENSG00000019505","7","SYT13",1.2456e-07
"5250","ENSG00000254427","1","RP11-430H10.1",7.18251e-09
"5251","ENSG00000175264","7","CHST1",1.24115e-05
"5252","ENSG00000205106","4","DKFZp779M0652",1.32751e-17
"5253","ENSG00000181830","8","SLC35C1",4.70687e-06
"5254","ENSG00000110492","15","MDK",0.000516061
"5255","ENSG00000175220","11","ARHGAP1",1.02091e-05
"5256","ENSG00000134574","11","DDB2",0.0133363
"5257","ENSG00000025434","18","NR1H3",0.0368842
"5258","ENSG00000134575","9","ACP2",1.12575e-05
"5259","ENSG00000110514","19","MADD",2.07197e-08
"5260","ENSG00000165917","9","RAPSN",0.000204234
"5261","ENSG00000172247","3","C1QTNF4",5.45752e-11
"5262","ENSG00000149177","12","PTPRJ",0.000523737
"5263","ENSG00000086205","16","FOLH1",0.000131455
"5264","ENSG00000255042","3","RP11-347H15.5",1.69931e-05
"5265","ENSG00000134817","10","APLNR",0.00133335
"5266","ENSG00000109991","8","P2RX3",8.2076e-07
"5267","ENSG00000186907","7","RTN4RL2",0.0470203
"5268","ENSG00000149150","8","SLC43A1",1.41586e-05
"5269","ENSG00000134809","8","TIMM10",2.18372e-48
"5270","ENSG00000214872","8","SMTNL1",9.41458e-22
"5271","ENSG00000166793","10","YPEL4",0.00571742
"5272","ENSG00000172409","5","CLP1",0.0253572
"5273","ENSG00000156599","10","ZDHHC5",9.70987e-07
"5274","ENSG00000156603","15","MED19",2.30302e-05
"5275","ENSG00000213593","9","TMX2",0.0101856
"5276","ENSG00000110042","7","DTX4",1.00334e-06
"5277","ENSG00000197629","5","MPEG1",0.0334003
"5278","ENSG00000255139","1","AP000442.1",0.000510579
"5279","ENSG00000254477","1","AP000640.10",0.0130107
"5280","ENSG00000166900","15","STX3",0.0123324
"5281","ENSG00000166927","12","MS4A7",9.39706e-11
"5282","ENSG00000166928","10","MS4A14",4.19349e-32
"5283","ENSG00000110104","11","CCDC86",9.20127e-07
"5284","ENSG00000183134","4","PTGDR2",3.92241e-07
"5285","ENSG00000110446","10","SLC15A3",0.0120651
"5286","ENSG00000110448","10","CD5",0.000720903
"5287","ENSG00000167992","12","VWCE",0.0236288
"5288","ENSG00000149476","15","TKFC",0.0419796
"5289","ENSG00000187049","9","TMEM216",4.19991e-05
"5290","ENSG00000149532","15","CPSF7",0.000369202
"5291","ENSG00000167985","6","SDHAF2",8.28174e-06
"5292","ENSG00000256443","1","RP11-794G24.1",0.0137617
"5293","ENSG00000011347","9","SYT7",0.0393856
"5294","ENSG00000134824","13","FADS2",2.60172e-28
"5295","ENSG00000149485","18","FADS1",2.9032e-06
"5296","ENSG00000149503","12","INCENP",4.01029e-07
"5297","ENSG00000162174","12","ASRGL1",0.0105131
"5298","ENSG00000149489","8","ROM1",0.00208555
"5299","ENSG00000149499","11","EML3",9.79576e-07
"5300","ENSG00000149541","9","B3GAT3",0.000499258
"5301","ENSG00000089597","16","GANAB",6.82908e-10
"5302","ENSG00000162194","12","LBHD1",2.14059e-08
"5303","ENSG00000204922","4","UQCC3",0.0077123
"5304","ENSG00000168000","14","BSCL2",8.11571e-18
"5305","ENSG00000255717","6","SNHG1",0.0122946
"5306","ENSG00000257002","1","AP000438.2",0.0201969
"5307","ENSG00000176485","11","PLA2G16",1.09861e-15
"5308","ENSG00000168005","8","C11orf84",1.73429e-06
"5309","ENSG00000149743","13","TRPT1",3.09439e-40
"5310","ENSG00000173511","9","VEGFB",6.59333e-34
"5311","ENSG00000173486","12","FKBP2",1.48411e-16
"5312","ENSG00000173457","10","PPP1R14B",1.68803e-09
"5313","ENSG00000002330","13","BAD",0.0198056
"5314","ENSG00000173153","13","ESRRA",0.0355374
"5315","ENSG00000173113","6","TRMT112",1.75192e-30
"5316","ENSG00000126432","13","PRDX5",2.56435e-13
"5317","ENSG00000168071","21","CCDC88B",0.0290159
"5318","ENSG00000110076","18","NRXN2",0.00784479
"5319","ENSG00000213465","7","ARL2",4.15713e-05
"5320","ENSG00000110025","12","SNX15",2.01659e-19
"5321","ENSG00000168061","14","SAC3D1",9.38542e-06
"5322","ENSG00000149823","8","VPS51",0.00435989
"5323","ENSG00000278952","1","RP11-399J13.2",1.89121e-05
"5324","ENSG00000149792","8","MRPL49",0.0379116
"5325","ENSG00000162298","18","SYVN1",0.0390836
"5326","ENSG00000255200","1","PGAM1P8",9.19875e-24
"5327","ENSG00000254614","2","AP003068.23",2.42026e-90
"5328","ENSG00000133884","9","DPF2",0.000239484
"5329","ENSG00000173825","6","TIGD3",0.0435621
"5330","ENSG00000126391","13","FRMD8",0.0475124
"5331","ENSG00000245532","7","NEAT1",8.41265e-32
"5332","ENSG00000173727","12","CMB9-22P13.1",0.000134519
"5333","ENSG00000142186","16","SCYL1",0.00901131
"5334","ENSG00000260233","3","SSSCA1-AS1",3.58022e-05
"5335","ENSG00000176973","7","FAM89B",0.00313738
"5336","ENSG00000173442","12","EHBP1L1",1.96871e-09
"5337","ENSG00000173327","7","MAP3K11",1.29336e-06
"5338","ENSG00000213445","9","SIPA1",2.50177e-05
"5339","ENSG00000172922","8","RNASEH2C",1.17738e-18
"5340","ENSG00000214659","4","KRT8P26",6.7931e-05
"5341","ENSG00000172803","17","SNX32",2.80587e-22
"5342","ENSG00000172638","12","EFEMP2",0.0178791
"5343","ENSG00000172543","7","CTSW",0.000382525
"5344","ENSG00000172500","12","FIBP",1.51264e-17
"5345","ENSG00000175550","7","DRAP1",0.0492476
"5346","ENSG00000175376","8","EIF1AD",0.0057291
"5347","ENSG00000175334","7","BANF1",0.000142036
"5348","ENSG00000175294","5","CATSPER1",0.000937893
"5349","ENSG00000175229","6","GAL3ST3",0.00170462
"5350","ENSG00000087365","15","SF3B2",9.23313e-17
"5351","ENSG00000255320","1","RP11-755F10.1",1.93487e-14
"5352","ENSG00000174996","11","KLC2",0.00127192
"5353","ENSG00000174871","10","CNIH2",0.0371389
"5354","ENSG00000174851","15","YIF1A",3.23058e-05
"5355","ENSG00000174684","6","B4GAT1",1.29427e-05
"5356","ENSG00000255468","6","RP11-867G23.8",0.0402669
"5357","ENSG00000254986","7","DPP3",6.84106e-06
"5358","ENSG00000174483","19","BBS1",0.0316387
"5359","ENSG00000248746","5","ACTN3",0.0436252
"5360","ENSG00000174080","10","CTSF",1.4929e-10
"5361","ENSG00000182791","4","CCDC87",0.0496856
"5362","ENSG00000239306","4","RBM14",0.0341929
"5363","ENSG00000173715","15","C11orf80",0.0262664
"5364","ENSG00000173621","8","LRFN4",0.00256751
"5365","ENSG00000173156","6","RHOD",5.51116e-10
"5366","ENSG00000173020","10","GRK2",0.0216752
"5367","ENSG00000172932","14","ANKRD13D",7.59226e-09
"5368","ENSG00000172613","7","RAD9A",8.46548e-10
"5369","ENSG00000172508","10","CARNS1",3.96229e-15
"5370","ENSG00000172531","14","PPP1CA",0.0135588
"5371","ENSG00000175634","14","RPS6KB2",1.35721e-24
"5372","ENSG00000172725","13","CORO1B",0.0204663
"5373","ENSG00000110711","9","AIP",0.0175555
"5374","ENSG00000084207","15","GSTP1",2.01776e-11
"5375","ENSG00000167792","11","NDUFV1",0.00495873
"5376","ENSG00000231793","5","DOC2GP",7.78552e-17
"5377","ENSG00000167799","9","NUDT8",3.80696e-51
"5378","ENSG00000167800","9","TBX10",5.86381e-25
"5379","ENSG00000160172","10","FAM86C2P",0.00146732
"5380","ENSG00000251637","6","RP11-119D9.1",0.00876032
"5381","ENSG00000110719","9","TCIRG1",0.00201594
"5382","ENSG00000255236","2","CTD-2655K5.1",0.0129482
"5383","ENSG00000171067","10","C11orf24",8.74098e-45
"5384","ENSG00000162337","11","LRP5",0.0291719
"5385","ENSG00000260808","1","CTD-2007L18.5",0.0437926
"5386","ENSG00000250508","1","RP11-757G1.6",1.2668e-20
"5387","ENSG00000197345","12","MRPL21",1.70219e-50
"5388","ENSG00000132740","8","IGHMBP2",1.23165e-32
"5389","ENSG00000261625","1","RP11-554A11.4",1.76801e-06
"5390","ENSG00000162341","16","TPCN2",1.8845e-11
"5391","ENSG00000110092","3","CCND1",0.0052538
"5392","ENSG00000131626","16","PPFIA1",2.71459e-30
"5393","ENSG00000085733","15","CTTN",1.68993e-08
"5394","ENSG00000254682","1","RP11-660L16.2",2.74825e-61
"5395","ENSG00000172890","11","NADSYN1",2.27501e-15
"5396","ENSG00000158483","15","FAM86C1",4.90569e-30
"5397","ENSG00000254593","1","OR7E126P",0.0110185
"5398","ENSG00000137496","17","IL18BP",0.00338691
"5399","ENSG00000184154","13","LRTOMT",0.0471317
"5400","ENSG00000110203","8","FOLR3",3.3316e-14
"5401","ENSG00000162129","12","CLPB",0.0179592
"5402","ENSG00000227467","3","LINC01537",0.00314257
"5403","ENSG00000186642","15","PDE2A",0.00918726
"5404","ENSG00000186635","14","ARAP1",0.0492706
"5405","ENSG00000214530","8","STARD10",8.4151e-22
"5406","ENSG00000168010","10","ATG16L2",5.14754e-05
"5407","ENSG00000054967","12","RELT",0.000848629
"5408","ENSG00000256148","1","RP11-809N8.5",0.00317335
"5409","ENSG00000054965","10","FAM168A",0.00218108
"5410","ENSG00000021300","13","PLEKHB1",0.0498297
"5411","ENSG00000175582","19","RAB6A",0.00470758
"5412","ENSG00000175581","13","MRPL48",2.62578e-13
"5413","ENSG00000175575","12","PAAF1",6.34833e-06
"5414","ENSG00000175567","8","UCP2",1.18036e-06
"5415","ENSG00000175538","10","KCNE3",0.000763308
"5416","ENSG00000254837","2","AP001372.2",0.010692
"5417","ENSG00000279353","1","RP11-864N7.4",0.00253597
"5418","ENSG00000054938","15","CHRDL2",0.0456815
"5419","ENSG00000278879","1","AP000560.3",2.28643e-12
"5420","ENSG00000241170","2","RP11-147I3.1",6.99305e-32
"5421","ENSG00000166435","15","XRRA1",2.2142e-119
"5422","ENSG00000162139","9","NEU3",1.06714e-07
"5423","ENSG00000137491","14","SLCO2B1",0.0450674
"5424","ENSG00000279117","1","CTD-2562J17.6",0.00528408
"5425","ENSG00000137486","16","ARRB1",0.0147582
"5426","ENSG00000149273","14","RPS3",2.21603e-12
"5427","ENSG00000255326","1","CTD-2530H12.4",1.42866e-16
"5428","ENSG00000171533","11","MAP6",9.094e-07
"5429","ENSG00000255362","1","RP11-619A14.3",0.00079849
"5430","ENSG00000255135","3","RP11-111M22.3",5.37917e-09
"5431","ENSG00000254810","1","RP11-672A2.4",0.0326196
"5432","ENSG00000182704","7","TSKU",0.000162065
"5433","ENSG00000261578","1","RP11-21L23.2",0.0365655
"5434","ENSG00000078124","11","ACER3",0.0219275
"5435","ENSG00000149260","15","CAPN5",0.000107642
"5436","ENSG00000149269","9","PAK1",0.00531387
"5437","ENSG00000178301","3","AQP11",0.0117688
"5438","ENSG00000087884","14","AAMDC",1.07069e-06
"5439","ENSG00000149262","16","INTS4",5.9426e-13
"5440","ENSG00000151365","2","THRSP",0.0199796
"5441","ENSG00000151366","12","NDUFC2",1.32757e-06
"5442","ENSG00000246174","7","KCTD21-AS1",3.4163e-53
"5443","ENSG00000188997","7","KCTD21",2.04124e-07
"5444","ENSG00000118369","12","USP35",7.2658e-17
"5445","ENSG00000137513","9","NARS2",0.0167142
"5446","ENSG00000227097","5","RPS28P7",0.0470053
"5447","ENSG00000182103","4","FAM181B",0.0200692
"5448","ENSG00000165490","12","DDIAS",0.000852699
"5449","ENSG00000137502","9","RAB30",6.65544e-09
"5450","ENSG00000246067","7","RAB30-AS1",2.4932e-09
"5451","ENSG00000150672","16","DLG2",3.11634e-09
"5452","ENSG00000171202","6","TMEM126A",0.0343186
"5453","ENSG00000073921","17","PICALM",0.00935552
"5454","ENSG00000149201","9","CCDC81",0.00391611
"5455","ENSG00000278989","1","RP11-762L8.6",0.0245408
"5456","ENSG00000150687","11","PRSS23",7.44748e-05
"5457","ENSG00000280339","1","RP11-736K20.4",0.0139742
"5458","ENSG00000246523","7","RP11-736K20.6",8.44105e-09
"5459","ENSG00000123892","11","RAB38",7.7735e-05
"5460","ENSG00000109861","15","CTSC",3.32584e-05
"5461","ENSG00000280385","1","AP000648.5",2.41636e-40
"5462","ENSG00000280367","1","RP11-121L10.2",7.912e-22
"5463","ENSG00000180773","14","SLC36A4",4.4252e-06
"5464","ENSG00000166002","6","SMCO4",1.73298e-06
"5465","ENSG00000166004","14","CEP295",5.13741e-08
"5466","ENSG00000279696","1","RP11-178H8.7",0.0196505
"5467","ENSG00000207304","1","SNORA8",0.0341489
"5468","ENSG00000182919","14","C11orf54",8.25585e-49
"5469","ENSG00000042429","11","MED17",0.00037318
"5470","ENSG00000214376","5","VSTM5",0.0419958
"5471","ENSG00000110218","8","PANX1",1.2836e-10
"5472","ENSG00000255893","1","RP11-685N10.1",2.06765e-39
"5473","ENSG00000020922","12","MRE11",8.62207e-45
"5474","ENSG00000150316","11","CWC15",6.9947e-18
"5475","ENSG00000149218","4","ENDOD1",2.28063e-05
"5476","ENSG00000166037","10","CEP57",9.44109e-12
"5477","ENSG00000077458","12","FAM76B",0.0473384
"5478","ENSG00000087053","18","MTMR2",0.000327886
"5479","ENSG00000149231","11","CCDC82",7.21164e-45
"5480","ENSG00000165895","17","ARHGAP42",0.0225976
"5481","ENSG00000082175","14","PGR",0.0399001
"5482","ENSG00000137672","12","TRPC6",0.00299059
"5483","ENSG00000110318","13","CEP126",0.0152066
"5484","ENSG00000187151","7","ANGPTL5",2.03321e-10
"5485","ENSG00000152558","14","TMEM123",2.26506e-08
"5486","ENSG00000196611","4","MMP1",3.80005e-10
"5487","ENSG00000187240","13","DYNC2H1",0.00172217
"5488","ENSG00000204403","9","CASP12",0.00114027
"5489","ENSG00000235505","7","RP11-693N9.2",0.00527899
"5490","ENSG00000204397","7","CARD16",0.00508052
"5491","ENSG00000182359","14","KBTBD3",0.0412506
"5492","ENSG00000261098","1","RP11-819C21.1",1.68507e-07
"5493","ENSG00000152404","15","CWF19L2",6.00964e-08
"5494","ENSG00000137760","14","ALKBH8",0.000166219
"5495","ENSG00000110675","12","ELMOD1",0.0012225
"5496","ENSG00000110660","14","SLC35F2",0.000826164
"5497","ENSG00000075239","13","ACAT1",0.0334477
"5498","ENSG00000149311","18","ATM",0.0182013
"5499","ENSG00000178202","12","KDELC2",2.29793e-13
"5500","ENSG00000149289","10","ZC3H12C",0.00895957
"5501","ENSG00000137714","2","FDX1",1.05797e-14
"5502","ENSG00000214290","8","COLCA2",1.95978e-12
"5503","ENSG00000196167","9","COLCA1",1.03842e-14
"5504","ENSG00000110777","11","POU2AF1",1.14669e-06
"5505","ENSG00000204381","11","LAYN",0.0464869
"5506","ENSG00000137713","15","PPP2R1B",0.00441705
"5507","ENSG00000137720","7","C11orf1",6.27582e-13
"5508","ENSG00000170276","5","HSPB2",0.00479238
"5509","ENSG00000150764","13","DIXDC1",0.0362499
"5510","ENSG00000150768","15","DLAT",0.0212612
"5511","ENSG00000150776","17","C11orf57",0.0194505
"5512","ENSG00000197580","11","BCO2",1.09035e-49
"5513","ENSG00000255231","1","MRPS36P4",5.47776e-11
"5514","ENSG00000149294","16","NCAM1",0.0253674
"5515","ENSG00000227487","3","NCAM1-AS1",0.0319376
"5516","ENSG00000149292","16","TTC12",5.18023e-40
"5517","ENSG00000270179","1","RP11-159N11.4",0.000211261
"5518","ENSG00000170209","4","ANKK1",8.54474e-12
"5519","ENSG00000048028","11","USP28",0.0163826
"5520","ENSG00000180425","11","C11orf71",0.00638269
"5521","ENSG00000076053","10","RBM7",0.0159271
"5522","ENSG00000076043","9","REXO2",0.00870494
"5523","ENSG00000182985","17","CADM1",1.54105e-12
"5524","ENSG00000109917","10","ZPR1",0.0207933
"5525","ENSG00000110245","11","APOC3",0.0391127
"5526","ENSG00000118137","9","APOA1",9.81014e-29
"5527","ENSG00000160584","15","SIK3",1.08311e-06
"5528","ENSG00000254851","1","RP11-109L13.1",2.69129e-55
"5529","ENSG00000149577","15","SIDT2",0.000342917
"5530","ENSG00000280143","1","AP000892.6",6.97144e-20
"5531","ENSG00000110274","15","CEP164",0.0238571
"5532","ENSG00000177103","13","DSCAML1",3.9398e-05
"5533","ENSG00000137731","13","FXYD2",0.000116837
"5534","ENSG00000137726","16","FXYD6",0.0312865
"5535","ENSG00000160593","18","JAML",0.00377615
"5536","ENSG00000160588","9","MPZL3",0.00985195
"5537","ENSG00000095139","13","ARCN1",0.0241274
"5538","ENSG00000118096","7","IFT46",3.49721e-05
"5539","ENSG00000110367","11","DDX6",1.45708e-06
"5540","ENSG00000278376","1","RP11-158I9.8",7.90452e-20
"5541","ENSG00000255121","2","RP11-110I1.12",0.0439351
"5542","ENSG00000118181","10","RPS25",7.19937e-14
"5543","ENSG00000196655","11","TRAPPC4",8.83282e-27
"5544","ENSG00000137700","17","SLC37A4",4.53917e-05
"5545","ENSG00000271751","1","RP11-110I1.14",2.7459e-05
"5546","ENSG00000272186","1","RP11-110I1.13",0.0483629
"5547","ENSG00000160695","14","VPS11",1.55194e-09
"5548","ENSG00000256269","7","HMBS",3.16981e-20
"5549","ENSG00000172269","18","DPAGT1",0.0321451
"5550","ENSG00000172350","9","ABCG4",0.0222837
"5551","ENSG00000110395","6","CBL",5.08048e-05
"5552","ENSG00000173456","4","RNF26",3.36895e-40
"5553","ENSG00000245248","7","USP2-AS1",0.00563431
"5554","ENSG00000154096","13","THY1",0.00311517
"5555","ENSG00000110400","10","NECTIN1",0.00438987
"5556","ENSG00000184232","8","OAF",2.50756e-20
"5557","ENSG00000137709","9","POU2F3",1.90465e-32
"5558","ENSG00000154114","12","TBCEL",0.00560151
"5559","ENSG00000109929","9","SC5D",4.79575e-05
"5560","ENSG00000255248","7","MIR100HG",0.00467212
"5561","ENSG00000254944","1","ATP5F1P5",0.0448608
"5562","ENSG00000166250","11","CLMP",0.0340147
"5563","ENSG00000023171","16","GRAMD1B",0.0020202
"5564","ENSG00000166261","10","ZNF202",0.0345219
"5565","ENSG00000154144","12","TBRG1",0.0294758
"5566","ENSG00000064199","6","SPA17",0.00272604
"5567","ENSG00000019102","11","VSIG2",0.00035493
"5568","ENSG00000245498","6","RP11-677M14.7",1.05752e-10
"5569","ENSG00000254941","1","RP11-677M14.5",1.23202e-12
"5570","ENSG00000154134","14","ROBO3",6.543e-14
"5571","ENSG00000134955","11","SLC37A2",0.0156719
"5572","ENSG00000150433","9","TMEM218",4.8166e-08
"5573","ENSG00000149557","12","FEZ1",0.00792225
"5574","ENSG00000149547","14","EI24",0.00177875
"5575","ENSG00000198331","10","HYLS1",0.01521
"5576","ENSG00000165526","8","RPUSD4",0.00472656
"5577","ENSG00000197798","8","FAM118B",7.81e-07
"5578","ENSG00000110074","10","FOXRED1",4.84036e-31
"5579","ENSG00000110063","8","DCPS",0.013914
"5580","ENSG00000110080","18","ST3GAL4",8.6014e-07
"5581","ENSG00000149571","11","KIRREL3",0.016298
"5582","ENSG00000254612","2","RP11-676M6.1",0.00196854
"5583","ENSG00000174370","9","C11orf45",0.00106873
"5584","ENSG00000134909","18","ARHGAP32",6.71741e-05
"5585","ENSG00000151715","7","TMEM45B",0.0261462
"5586","ENSG00000170322","14","NFRKB",1.00342e-13
"5587","ENSG00000134917","9","ADAMTS8",0.032934
"5588","ENSG00000255455","2","RP11-890B15.3",8.60203e-08
"5589","ENSG00000120451","10","SNX19",1.0181e-19
"5590","ENSG00000279711","1","AP004782.1",0.0086064
"5591","ENSG00000166086","12","JAM3",0.0465132
"5592","ENSG00000151503","12","NCAPD3",0.000112853
"5593","ENSG00000149328","14","GLB1L2",1.47315e-11
"5594","ENSG00000226210","3","ABC7-42389800N19.1",0.00308404
"5595","ENSG00000120645","11","IQSEC3",1.06313e-09
"5596","ENSG00000256694","1","RP11-598F7.5",0.0242457
"5597","ENSG00000256540","1","RP11-598F7.6",0.0409162
"5598","ENSG00000010379","15","SLC6A13",1.61364e-06
"5599","ENSG00000073614","12","KDM5A",0.0220961
"5600","ENSG00000120647","9","CCDC77",1.54209e-09
"5601","ENSG00000139044","10","B4GALNT3",0.000143918
"5602","ENSG00000177406","4","RP11-218M22.1",5.70099e-56
"5603","ENSG00000171840","11","NINJ2",0.00158404
"5604","ENSG00000002016","17","RAD52",9.30319e-18
"5605","ENSG00000250132","6","RP11-359B12.2",0.00241607
"5606","ENSG00000203593","3","RP5-1096D14.6",9.62822e-07
"5607","ENSG00000283297","1","RP4-816N1.8",0.000373096
"5608","ENSG00000171792","10","RHNO1",0.0156902
"5609","ENSG00000234589","4","RP11-253E3.1",0.0281401
"5610","ENSG00000236908","2","RP5-1063M23.2",8.53582e-05
"5611","ENSG00000280202","1","RP5-1180D12.1",0.032214
"5612","ENSG00000130038","9","CRACR2A",6.95659e-07
"5613","ENSG00000078237","6","TIGAR",6.1333e-06
"5614","ENSG00000111254","7","AKAP3",1.61954e-20
"5615","ENSG00000139180","10","NDUFA9",6.54218e-09
"5616","ENSG00000255474","1","RP11-234B24.2",0.0108231
"5617","ENSG00000130035","6","GALNT8",1.54817e-06
"5618","ENSG00000047617","14","ANO2",0.00278605
"5619","ENSG00000111321","10","LTBR",3.56666e-60
"5620","ENSG00000256433","2","RP1-102E24.8",4.81786e-09
"5621","ENSG00000215039","6","CD27-AS1",5.26362e-13
"5622","ENSG00000139192","11","TAPBPL",9.73713e-74
"5623","ENSG00000276718","1","RP1-102E24.10",0.0171827
"5624","ENSG00000139190","16","VAMP1",2.01936e-12
"5625","ENSG00000010292","12","NCAPD2",3.00571e-05
"5626","ENSG00000111640","14","GAPDH",0.00104468
"5627","ENSG00000010295","19","IFFO1",0.0120645
